"Comparison of efficacy of azithromycin vs. doxycycline in the treatment of rosacea: a randomized open clinical trial.";"This study indicates that azithromycin is at least as effective as doxycycline in the treatment of rosacea.";"2016-08-08 17:29:17"
"Comparison of ring block, dorsal penile nerve block, and topical anesthesia for neonatal circumcision: a randomized controlled trial.";"The most effective anesthetic is the ring block; EMLA is the least effective. It is our recommendation that an anesthetic should be administered to newborns prior to undergoing circumcision.";"2016-08-08 17:29:17"
"Continence pessary compared with behavioral therapy or combined therapy for stress incontinence: a randomized controlled trial.";"Behavioral therapy resulted in greater patient satisfaction and fewer bothersome incontinence symptoms than pessary at 3 months, but differences did not persist to 12 months. Combination therapy was not superior to single-modality therapy. CLINICAL TRIAL REGISTRATION: ClinicalTrials.gov, www.clinicaltrials.gov, NCT00270998.";"2016-08-08 11:29:45"
"Coronary calcification, coronary disease risk factors, C-reactive protein, and atherosclerotic cardiovascular disease events: the St. Francis Heart Study.";"The electron beam CT coronary calcium score predicts CAD events independent of standard risk factors, more accurately than standard risk factors and CRP, and refines Framingham risk stratification.";"2016-08-08 17:29:17"
"Corticosteroid injection for carpal tunnel syndrome: a 5-year survivorship analysis.";"Steroid injection is an appropriate treatment in carefully selected patients. Those who are female, diabetic and have neurophysiological confirmation of diagnosis have the highest risk of relapse. These results may be used to guide initial treatment and counsel patients about the risk relapse.";"2016-08-08 10:41:37"
"Corticosteroids for pain relief in sore throat: systematic review and meta-analysis.";"Corticosteroids provide symptomatic relief of pain in sore throat, in addition to antibiotic therapy, mainly in participants with severe or exudative sore throat.";"2016-08-08 17:29:17"
"Current clinical applications of omega-6 and omega-3 fatty acids.";"There are a myriad of disorders and maladies that seem to benefit from fatty acid supplementation, specifically omega-3 fatty acids. It has clearly been shown that omega-3 fatty acid supplementation provides a protective benefit in heart disease, and in particular sudden cardiac death. Rheumatoid arthritis (RA) is another disease entity that has been proven to benefit from this nutrition intervention, with improvement in symptoms and diminished nonsteroidal antiinflammatory drug (NSAID) usage. In addition, many psychiatric disorders, particularly schizophrenia and major depressive disorder (MDD), have shown positive results when supplementation has been used as an adjunct to standard pharmacotherapy. The remainder of clinical applications for omega-3 fatty acids requires further investigation. Specifically, according to preliminary clinical evidence, parenteral administration of fatty acids warrants further study.";"2016-08-08 17:29:17"
"Development of a nomogram for prediction of vaginal birth after cesarean delivery.";"A predictive nomogram, which incorporates six variables easily ascertainable at the first prenatal visit, has been developed that allows the determination of a patient-specific chance for successful VBAC for those women who undertake trial of labor. LEVEL OF EVIDENCE: II.";"2016-08-08 10:41:37"
"Diagnosis of airflow limitation combined with smoking cessation advice increases stop-smoking rate.";"All smokers, irrespective of their lung function, tried to modify their habit as the result of screening for COPD combined with smoking cessation advice. The diagnosis of AL motivated smokers to attempt to quit smoking. Older age, lower tobacco exposure, and lower lung function were the predictors of success in quitting smoking.";"2016-08-08 17:29:17"
"Dietary diversity score is favorably associated with the metabolic syndrome in Tehranian adults.";"DDS had inverse association with metabolic syndrome and some of its features in this cross-sectional study. A higher dietary diversity, therefore, might be associated with lower possibility of having some metabolic disorders.";"2016-08-08 11:29:45"
"Dietary patterns, insulin resistance, and prevalence of the metabolic syndrome in women.";"Significant associations exist between dietary patterns identified by factor analysis, the metabolic syndrome, and insulin resistance.";"2016-08-08 11:29:45"
"Do essential fatty acids have a role in the treatment of depression?";"The evidence implies promise of a treatment effect of omega-3 fatty acids for depression in adults; although a statement of definitive clinical efficacy is premature. Further study of essential fatty acids as independent and adjuvant therapy for adult depression is indicated, including more sophisticated investigation of dose-response in particular populations.";"2016-08-08 17:29:17"
"Does passive smoking increase the frequency of health service contacts in children with asthma?";"High levels of parental smoking in the home are associated with a reduction in health care contacts for asthma. This could be due to a lack of awareness of asthma symptoms among heavy smokers or a reluctance to visit the GP. Children with asthma who have parents who smoke heavily may not be receiving adequate management.";"2016-08-08 15:38:18"
"Does sonographic needle guidance affect the clinical outcome of intraarticular injections?";"Sonographic needle guidance significantly improves the performance and outcomes of outpatient IA injections in a clinically significant manner. TRIAL REGISTRATION: ClinicalTrials.gov NCT00651625.";"2016-08-08 11:29:45"
"Does sports activity enhance the risk of sudden death in adolescents and young adults?";"Sports activity in adolescents and young adults was associated with an increased risk of SD, both in males and females. Sports, per se, was not a cause of the enhanced mortality, but it triggered SD in those athletes who were affected by cardiovascular conditions predisposing to life-threatening ventricular arrhythmias during physical exercise.";"2016-08-08 11:29:45"
"Does this patient with diabetes have osteomyelitis of the lower extremity?";"An ulcer area larger than 2 cm2, a positive probe-to-bone test result, an erythrocyte sedimentation rate of more than 70 mm/h, and an abnormal plain radiograph result are helpful in diagnosing the presence of lower extremity osteomyelitis in patients with diabetes. A negative MRI result makes the diagnosis much less likely when all of these findings are absent. No single historical feature or physical examination reliably excludes osteomyelitis. The diagnostic utility of a combination of findings is unknown.";"2016-08-08 10:41:37"
"Does this patient with headache have a migraine or need neuroimaging?";"The presence of 4 simple historical features can accurately diagnose migraine. Several individual clinical features were found to be associated with a significant intracranial abnormality, and patients with these features should undergo neuroimaging.";"2016-08-08 11:29:45"
"Does ultrasound guidance improve the outcomes of arthrocentesis and corticosteroid injection of the knee?";"US-guided arthrocentesis and injection of the knee are superior to anatomic landmark palpation-guided arthrocentesis, resulting in significantly less procedural pain, improved arthrocentesis success, greater synovial fluid yield, more complete joint decompression, and improved clinical outcomes.";"2016-08-08 11:29:45"
"Drospirenone/ethinyl estradiol versus rosiglitazone treatment in overweight adolescents with polycystic ovary syndrome: comparison of metabolic, hormonal, and cardiovascular risk factors.";"In overweight/obese adolescents with PCOS, 6 months treatment with rosiglitazone was superior to drospirenone/EE in improving the cardiometabolic risk profile, and effective but inferior in attenuating hyperandrogenemia. Additional studies are needed to test insulin sensitizers in the treatment of the reproductive and cardiometabolic aspects of PCOS. TRIAL REGISTRATION: ClinicalTrials.gov NCT00640224.";"2016-08-08 10:41:37"
"Drug-induced suppression of phosphorylase kinase activity correlates with resolution of psoriasis as assessed by clinical, histological and immunohistochemical parameters.";"Our results demonstrate that drug-induced suppression of PhK activity is associated with resolution of psoriatic activity as assessed by clinical, histological and immunohistochemical criteria, and support the hypothesis that effective antipsoriatic activity may be achieved through modulation of PhK activity.";"2016-08-08 17:29:17"
"Early and late benefits of high-dose atorvastatin in patients with acute coronary syndromes: results from the PROVE IT-TIMI 22 trial.";"Intensive statin therapy early after ACS leads to a reduction in clinical events at 30 days, consistent with greater early pleiotropic effects. In stable patients, intensive statin therapy provides long-term reduction in clinical events when compared with standard therapy. Thus, ACS patients should be started in-hospital and continued long-term on intensive statin therapy.";"2016-08-08 17:29:17"
"Early diagnosis of myocardial infarction with sensitive cardiac troponin assays.";"The diagnostic performance of sensitive cardiac troponin assays is excellent, and these assays can substantially improve the early diagnosis of acute myocardial infarction, particularly in patients with a recent onset of chest pain. (ClinicalTrials.gov number, NCT00470587.) 2009 Massachusetts Medical Society";"2016-08-08 11:29:45"
"Early life risk factors for current wheeze, asthma, and bronchial hyperresponsiveness at 10 years of age.";"Asthmatic heredity, predisposition to early life atopy, plus early passive smoke exposure and recurrent chest infections are important influences for the occurrence of wheeze and asthma at 10 years of age. BHR at 10 years of age has a narrower risk profile, suggesting that factors influencing wheezing symptom expression may differ from those predisposing the patient to BHR.";"2016-08-08 17:29:17"
"Educational and occupational outcome of hyperactive boys grown up.";"The present study suggests that childhood ADHD predisposes to specific disadvantages and continues to affect important functional domains unrelated to current psychiatric diagnosis.";"2016-08-08 17:29:17"
"Educational and occupational underattainment in adults with attention-deficit/hyperactivity disorder: a controlled study.";"These findings indicate that ADHD is associated with significant educational and occupational underattainments relative to what would have been expected on the basis of intellectual potential.";"2016-08-08 17:29:17"
"Effect of angiotensin converting enzyme inhibition on sudden cardiac death in patients following acute myocardial infarction. A meta-analysis of randomized clinical trials.";"This analysis is consistent with prior reports showing that ACE inhibitors decrease the risk of death following a recent MI by reducing cardiovascular mortality. Moreover, this analysis suggests that a reduction in SCD risk with ACE inhibitors is an important component of this survival benefit.";"2016-08-08 17:29:17"
"Effect of cholecystectomy on bowel function: a prospective, controlled study.";"In women, cholecystectomy leads to the perception of less constipation and slightly more frequent defecations but short term recordings show no consistent change in bowel function. Clinical diarrhoea develops rarely and is not severe.";"2016-08-08 17:29:17"
"Effect of chromium supplementation on glucose metabolism and lipids: a systematic review of randomized controlled trials.";"No significant effect of chromium on lipid or glucose metabolism was found in people without diabetes. Chromium supplementation significantly improved glycemia among patients with diabetes. However, future studies that address the limitations in the current evidence are needed before definitive claims can be made about the effect of chromium supplementation.";"2016-08-08 11:29:45"
"Effect of cinnamon and turmeric on urinary oxalate excretion, plasma lipids, and plasma glucose in healthy subjects.";"The percentage of oxalate that was water soluble differed markedly between cinnamon (6%) and turmeric (91%), which appeared to be the primary cause of the greater urinary oxalate excretion/oxalate absorption from turmeric. The consumption of supplemental doses of turmeric, but not cinnamon, can significantly increase urinary oxalate levels, thereby increasing risk of kidney stone formation in susceptible individuals.";"2016-08-08 17:29:17"
