id,sen,lab
18.0,"Xuezhikang showed significant benefit on the incidence of all-cause deaths, CHD deaths, myocardial infarction, and revascularization as compared with placebo based on conventional treatment for CHD.",2.0
19.0,"It remarkably lowered total cholesterol (TC), triglyceride (TG), and low-density lipoprotein-cholesterol (LDL-C) as compared with the placebo or inositol nicotinate group, which was similar to statins group.",2.0
21.0,Xuezhikang showed a comprehensive lipid-regulating effect and was safe and effective in reducing cardiovascular events in CHD patients complicated by dyslipidemia.,2.0
22.0,"Bimanual pelvic examination has marked limitations for evaluating adnexa, even with ideal circumstances.",0.0
23.0,"Patient characteristics such as obesity, uterine size, and abdominal scars limit the accurate palpation of the adnexa.",0.0
24.0,"Nitrofurantoin is actively transported into human milk, achieving concentrations in milk greatly exceeding those in serum.",2.0
26.0,We found insufficient evidence to determine whether acupuncture is effective for controlling menopausal vasomotor symptoms.,1.0
27.0,"When we compared acupuncture with sham acupuncture, there was no evidence of a significant difference in their effect on menopausal vasomotor symptoms.",1.0
28.0,"When we compared acupuncture with no treatment there appeared to be a benefit from acupuncture, but acupuncture appeared to be less effective than HT.",2.0
29.0,These findings should be treated with great caution as the evidence was low or very low quality and the studies comparing acupuncture versus no treatment or HT were not controlled with sham acupuncture or placebo HT.,1.0
30.0,"Childhood ADHD predicts specific adult psychiatric disorders, namely antisocial and drug abuse disorders.",1.0
31.0,"In the adolescent outcome of this cohort, we found that these disturbances were dependent on the continuation of ADHD symptoms.",1.0
32.0,"In contrast, in adulthood, antisocial and drug disorders appeared, in part, independent of sustained ADHD.",1.0
33.0,"In addition, regardless of psychiatric status, ADHD placed children at relative risk for educational and vocational disadvantage.",0.0
34.0,The results do not support a relationship between childhood ADHD and adult mood or anxiety disorders.,1.0
35.0,Drugs commonly used to treat PCOS appear to be associated with very low risk of severe adverse effects although data are extrapolated from other populations.,2.0
36.0,Patients subjectively reported significantly greater relief from symptoms with Debacterol than with Kenalog-in-Orabase or no treatment.,2.0
37.0,"The relief of symptoms associated with recurrent aphthous stomatitis may or may not correspond to clinical improvement, and these two topical medications may affect signs and symptoms of the lesions differently.",1.0
38.0,"On the basis of these and other findings on pain prevention and amelioration, we recommend that a local anesthetic be administered in advance of circumcision and that the Mogen procedure be used, unless contraindicated.",1.0
39.0,"We also recommend that infants be given a sweetened pacifier before, during, and after circumcision if the Gomco method is used.",1.0
40.0,A more active approach to the diagnosis and management of precursor lesions may often prevent the development of vulvar cancer.,2.0
41.0,Ankyloglossia is a relatively common finding in the newborn population and represents a significant proportion of breastfeeding problems.,1.0
42.0,"Careful assessment of the lingual function, followed by frenuloplasty when indicated, seems to be a successful approach to the facilitation of breastfeeding in the presence of significant ankyloglossia.",2.0
43.0,"Ankyloglossia, which is a relatively common finding in the newborn population, adversely affects breastfeeding in selected infants.",0.0
44.0,Neither an antibiotic nor a topical steroid alone or in combination was effective as a treatment for acute sinusitis in the primary care setting.,0.0
45.0,Currently there are relatively few studies of antidepressants for the treatment of agitation and psychosis in dementia.,1.0
46.0,The SSRIs sertraline and citalopram were associated with a reduction in symptoms of agitation when compared to placebo in two studies.,2.0
47.0,"Both SSRIs and trazodone appear to be tolerated reasonably well when compared to placebo, typical antipsychotics and atypical antipsychotics.",2.0
48.0,"Future studies involving more subjects are required to determine if SSRIs, trazodone, or other antidepressants are safe and effective treatments for agitation and psychosis in dementia.",1.0
49.0,Evidence suggests that the mode of action of bupropion and nortriptyline is independent of their antidepressant effect and that they are of similar efficacy to nicotine replacement.,2.0
50.0,"Evidence also suggests that bupropion is less effective than varenicline, but further research is needed to confirm this finding.",0.0
51.0,Atypical antipsychotic use is associated with an increased risk for death compared with nonuse among older adults with dementia.,0.0
52.0,The risk for death may be greater with conventional antipsychotics than with atypical antipsychotics.,0.0
53.0,"There is no consistent evidence that anxiolytics aid smoking cessation, but the available evidence does not rule out a possible effect.",1.0
54.0,"In this systematic review we present information relating to the effectiveness and safety of the following interventions: analgesics (local), carbenoxolone mouthwash, chlorhexidine (and similar agents), corticosteroids (topical), and tetracycline antibiotic mouthwash.",2.0
56.0,"The SFA Scale is a reliable, valid, and accurate measure of shoulder function in patients with RA that can be completed within 3 minutes.",2.0
57.0,"We meta-analyzed more and newer research results, and separated women according to menopausal status to explore soy isoflavone-breast cancer association.",1.0
58.0,We founded that soy isoflavone intake could lower the risk of breast cancer for both pre- and post-menopausal women in Asian countries.,2.0
59.0,"However, for women in Western countries, pre- or post-menopausal, there is no evidence to suggest an association between intake of soy isoflavone and breast cancer.",1.0
60.0,The majority of infants with wheezing have transient conditions associated with diminished airway function at birth and do not have increased risks of asthma or allergies later in life.,2.0
61.0,"In a substantial minority of infants, however, wheezing episodes are probably related to a predisposition to asthma.",1.0
62.0,One week of continuous auricular acupuncture decreases the pain and disability experienced by women with pregnancy-related low back and posterior pelvic pain.,2.0
63.0,"Based on these findings and those of prior studies, once-daily AzA 15% gel can therefore be utilized as a safe, effective, and economical dosing option for the treatment of mild-to-moderate papulopustular rosacea.",2.0
64.0,Once-daily dosing of AzA 15% gel was well accepted by patients and can offer considerable dosing flexibility and convenience for the patient as well as for the dermatologist.,2.0
65.0,"These bioflavonoids improve early outcomes in cadaveric renal transplantation, possibly through HO-1 induction.",2.0
66.0,"It can thus be concluded that in the management of rosacea, basic skin care regimens, including daily use of a therapeutic moisturizer, offer optimal benefits.",2.0
67.0,"The CDP was a randomized, placebo-controlled clinical trial of lipid-modifying agents in men with previous myocardial infarction (MI).",1.0
69.0,"Patients treated with niacin (n = 1,119) and placebo (n = 2,787) were grouped according to the presence or absence of the MS at baseline.",1.0
70.0,"The MS was defined on the basis of meeting > or =3 of 5 criteria from the current National Cholesterol Education Program guidelines in a small subgroup of patients with high-density lipoprotein cholesterol determinations at baseline and on the basis of > or =3 of 4 criteria in the total population, excluding the high-density lipoprotein cholesterol criterion.",1.0
72.0,"In conclusion, these results support the use of niacin in postinfarction patients with and without the MS.",2.0
73.0,"This study demonstrates that, when used in conjunction with DPNB, a pacifier dipped in 24% sucrose and a more comfortable, padded, and physiologic restraint can be useful in decreasing distress and pain.",2.0
74.0,"The uncertain quality of identified trials highlights the need for improved reporting of study methods, particularly with regards to allocation concealment and the handling of incomplete outcome data.",0.0
75.0,"The effect of black cohosh on other important outcomes, such as health-related quality of life, sexuality, bone health, night sweats and cost-effectiveness also warrants further investigation.",1.0
76.0,"At the present time, evidence from randomized trials does not support blood pressure targets lower than the standard targets in people with elevated blood pressure and diabetes.",1.0
77.0,"More randomized controlled trials are needed, with future trials reporting total mortality, total serious adverse events as well as cardiovascular and renal events.",1.0
79.0,"However, problems with standardization and safety concerns may limit their applicability in clinical practice.",1.0
80.0,"Whole-grain intake, largely attributed to the cereal fiber, is inversely associated with HOMA-IR and a lower prevalence of the metabolic syndrome.",1.0
81.0,Dietary glycemic index is positively associated with HOMA-IR and prevalence of the metabolic syndrome.,1.0
82.0,"Given that both a high cereal fiber content and lower glycemic index are attributes of whole-grain foods, recommendation to increase whole-grain intake may reduce the risk of developing the metabolic syndrome.",2.0
83.0,"The results of this study demonstrate that intake of 1, 3, or 6 g of cinnamon per day reduces serum glucose, triglyceride, LDL cholesterol, and total cholesterol in people with type 2 diabetes and suggest that the inclusion of cinnamon in the diet of people with type 2 diabetes will reduce risk factors associated with diabetes and cardiovascular diseases.",2.0
84.0,Use of cinnamon showed a beneficial effect on glycaemic control (both HbA1c and FPG) and the short term (<4 months) effects of the use of cinnamon on glycaemic control looks promising.,2.0
85.0,A brief intervention to increase the dialogue between patients and health care providers about behavioral goals can lead to increased physical activity and weight loss.,1.0
86.0,"The combined therapy of TFGs with sulfonylureas hypoglycemic drug could lower the blood glucose level and ameliorate clinical symptoms in the treatment of T2DM, and the therapy was relatively safe.",2.0
87.0,"Colchicine prophylaxis during initiation of allopurinol for chronic gouty arthritis reduces the frequency and severity of acute flares, and reduces the likelihood of recurrent flares.",2.0
88.0,Treating patients with colchicine during initiation of allopurinol therapy for 6 months is supported by our data.,1.0
89.0,Blood pressure reduction from combining drugs from these 4 classes can be predicted on the basis of additive effects.,2.0
90.0,The extra blood pressure reduction from combining drugs from 2 different classes is approximately 5 times greater than doubling the dose of 1 drug.,1.0
91.0,The combination of curcumin and quercetin appears to reduce the number and size of ileal and rectal adenomas in patients with FAP without appreciable toxicity.,2.0
92.0,Both prednisolone 1 mg/kg and low-dose dexamethasone (0.15 mg/kg) were found not to differ in efficacy from the currently recommended 0.6 mg/kg dexamethasone.,0.0
93.0,The use of these corticosteroid regimens in treating patients with mild to moderate croup is thus supported.,1.0
94.0,The main overall finding from this study is that saffron may be of therapeutic benefit in the treatment of mild to moderate depression.,2.0
95.0,To the best of our knowledge this is the first clinical trial that supports this indication for saffron.,1.0
96.0,"Supplementation with vitamin D can be achieved equally well with daily, weekly, or monthly dosing frequencies.",2.0
97.0,"Therefore, the choice of dose frequency can be based on whichever approach will optimize an individual's adherence with long-term vitamin D supplementation.",1.0
98.0,This study indicates that azithromycin is at least as effective as doxycycline in the treatment of rosacea.,2.0
99.0,It is our recommendation that an anesthetic should be administered to newborns prior to undergoing circumcision.,1.0
100.0,"Behavioral therapy resulted in greater patient satisfaction and fewer bothersome incontinence symptoms than pessary at 3 months, but differences did not persist to 12 months.",0.0
101.0,"The electron beam CT coronary calcium score predicts CAD events independent of standard risk factors, more accurately than standard risk factors and CRP, and refines Framingham risk stratification.",2.0
102.0,"Those who are female, diabetic and have neurophysiological confirmation of diagnosis have the highest risk of relapse.",0.0
103.0,"Corticosteroids provide symptomatic relief of pain in sore throat, in addition to antibiotic therapy, mainly in participants with severe or exudative sore throat.",2.0
104.0,"There are a myriad of disorders and maladies that seem to benefit from fatty acid supplementation, specifically omega-3 fatty acids.",1.0
105.0,"It has clearly been shown that omega-3 fatty acid supplementation provides a protective benefit in heart disease, and in particular sudden cardiac death.",2.0
106.0,"Rheumatoid arthritis (RA) is another disease entity that has been proven to benefit from this nutrition intervention, with improvement in symptoms and diminished nonsteroidal antiinflammatory drug (NSAID) usage.",2.0
107.0,"In addition, many psychiatric disorders, particularly schizophrenia and major depressive disorder (MDD), have shown positive results when supplementation has been used as an adjunct to standard pharmacotherapy.",2.0
108.0,"Specifically, according to preliminary clinical evidence, parenteral administration of fatty acids warrants further study.",1.0
109.0,"A predictive nomogram, which incorporates six variables easily ascertainable at the first prenatal visit, has been developed that allows the determination of a patient-specific chance for successful VBAC for those women who undertake trial of labor.",2.0
110.0,"All smokers, irrespective of their lung function, tried to modify their habit as the result of screening for COPD combined with smoking cessation advice.",1.0
111.0,"Older age, lower tobacco exposure, and lower lung function were the predictors of success in quitting smoking.",2.0
112.0,DDS had inverse association with metabolic syndrome and some of its features in this cross-sectional study.,1.0
113.0,"A higher dietary diversity, therefore, might be associated with lower possibility of having some metabolic disorders.",2.0
114.0,"Significant associations exist between dietary patterns identified by factor analysis, the metabolic syndrome, and insulin resistance.",1.0
115.0,The evidence implies promise of a treatment effect of omega-3 fatty acids for depression in adults; although a statement of definitive clinical efficacy is premature.,2.0
116.0,"Further study of essential fatty acids as independent and adjuvant therapy for adult depression is indicated, including more sophisticated investigation of dose-response in particular populations.",1.0
117.0,High levels of parental smoking in the home are associated with a reduction in health care contacts for asthma.,0.0
118.0,This could be due to a lack of awareness of asthma symptoms among heavy smokers or a reluctance to visit the GP.,1.0
119.0,Sonographic needle guidance significantly improves the performance and outcomes of outpatient IA injections in a clinically significant manner.,2.0
120.0,"Sports activity in adolescents and young adults was associated with an increased risk of SD, both in males and females.",0.0
121.0,"Sports, per se, was not a cause of the enhanced mortality, but it triggered SD in those athletes who were affected by cardiovascular conditions predisposing to life-threatening ventricular arrhythmias during physical exercise.",0.0
122.0,"An ulcer area larger than 2 cm2, a positive probe-to-bone test result, an erythrocyte sedimentation rate of more than 70 mm/h, and an abnormal plain radiograph result are helpful in diagnosing the presence of lower extremity osteomyelitis in patients with diabetes.",2.0
123.0,"Several individual clinical features were found to be associated with a significant intracranial abnormality, and patients with these features should undergo neuroimaging.",0.0
124.0,"US-guided arthrocentesis and injection of the knee are superior to anatomic landmark palpation-guided arthrocentesis, resulting in significantly less procedural pain, improved arthrocentesis success, greater synovial fluid yield, more complete joint decompression, and improved clinical outcomes.",2.0
125.0,"In overweight/obese adolescents with PCOS, 6 months treatment with rosiglitazone was superior to drospirenone/EE in improving the cardiometabolic risk profile, and effective but inferior in attenuating hyperandrogenemia.",2.0
126.0,Additional studies are needed to test insulin sensitizers in the treatment of the reproductive and cardiometabolic aspects of PCOS.,1.0
127.0,"Our results demonstrate that drug-induced suppression of PhK activity is associated with resolution of psoriatic activity as assessed by clinical, histological and immunohistochemical criteria, and support the hypothesis that effective antipsoriatic activity may be achieved through modulation of PhK activity.",1.0
128.0,"Intensive statin therapy early after ACS leads to a reduction in clinical events at 30 days, consistent with greater early pleiotropic effects.",1.0
129.0,"In stable patients, intensive statin therapy provides long-term reduction in clinical events when compared with standard therapy.",2.0
130.0,"Thus, ACS patients should be started in-hospital and continued long-term on intensive statin therapy.",1.0
131.0,"The diagnostic performance of sensitive cardiac troponin assays is excellent, and these assays can substantially improve the early diagnosis of acute myocardial infarction, particularly in patients with a recent onset of chest pain.",2.0
132.0,"Asthmatic heredity, predisposition to early life atopy, plus early passive smoke exposure and recurrent chest infections are important influences for the occurrence of wheeze and asthma at 10 years of age.",0.0
133.0,"BHR at 10 years of age has a narrower risk profile, suggesting that factors influencing wheezing symptom expression may differ from those predisposing the patient to BHR.",1.0
134.0,The present study suggests that childhood ADHD predisposes to specific disadvantages and continues to affect important functional domains unrelated to current psychiatric diagnosis.,1.0
135.0,These findings indicate that ADHD is associated with significant educational and occupational underattainments relative to what would have been expected on the basis of intellectual potential.,1.0
136.0,This analysis is consistent with prior reports showing that ACE inhibitors decrease the risk of death following a recent MI by reducing cardiovascular mortality.,2.0
137.0,"Moreover, this analysis suggests that a reduction in SCD risk with ACE inhibitors is an important component of this survival benefit.",2.0
138.0,"In women, cholecystectomy leads to the perception of less constipation and slightly more frequent defecations but short term recordings show no consistent change in bowel function.",2.0
139.0,No significant effect of chromium on lipid or glucose metabolism was found in people without diabetes.,1.0
140.0,"However, future studies that address the limitations in the current evidence are needed before definitive claims can be made about the effect of chromium supplementation.",1.0
141.0,"The percentage of oxalate that was water soluble differed markedly between cinnamon (6%) and turmeric (91%), which appeared to be the primary cause of the greater urinary oxalate excretion/oxalate absorption from turmeric.",1.0
142.0,"The consumption of supplemental doses of turmeric, but not cinnamon, can significantly increase urinary oxalate levels, thereby increasing risk of kidney stone formation in susceptible individuals.",0.0
143.0,Children with behavioural/emotional problems who wet their beds need not first be treated for their behavioural/emotional problems.,1.0
144.0,"Bedwetting can be treated successfully with DBT when other treatments such as normal alarm treatment have failed, and alarm treatment/DBT can have a positive influence on behavioural/emotional problems.",2.0
145.0,Our data have shown that budesonide inhaled regularly for 9 months did not cause a significant improvement in the BHR of adolescents with long-term asthma remission.,2.0
146.0,This suggests that the mechanism underlying BHR in this clinical setting may be different from that in symptomatic asthma.,1.0
147.0,"Before treatment, exercise systolic BP was 213 +/- 13 mm Hg (mean +/- SD) in the 19 patients randomized to losartan and 209 +/- 11 mm Hg in the 21 patients who received HCTZ.",1.0
148.0,"After 6 months, exercise systolic BP was similarly reduced in patients who received losartan (197 +/- 23 mm Hg, p < 0.01) and HCTZ (191 +/- 11 mm Hg, p < 0.01).",1.0
149.0,"With losartan, treadmill exercise time increased from 894 +/- 216 to 951 +/- 225 seconds (p = 0.011), and quality of life improved from 15 +/- 12 to 7 +/- 10 (p = 0.015) without a change in oxygen consumption (1,895 +/- 470 to 1,954 +/- 539 ml/min, p = 0.30).",2.0
150.0,"With HCTZ, exercise time (842 +/- 225 to 872 +/- 239 seconds, p = 0.32) and quality of life (19 +/- 21 vs 19 +/- 24, p = 0.43) did not change, whereas oxygen consumption decreased from 2,144 +/- 788 to 1,960 +/- 706 ml/min (p = 0.022).",1.0
151.0,"In conclusion, in patients with diastolic dysfunction and hypertensive responses to exercise, 6 months of losartan and HCTZ blunted systolic BP during exercise.",1.0
152.0,A moderate reduction in caffeine intake in the second half of pregnancy has no effect on birth weight or length of gestation.,1.0
153.0,"Telling smokers their lung age significantly improves the likelihood of them quitting smoking, but the mechanism by which this intervention achieves its effect is unclear.",1.0
154.0,This review found support for the use of systemic acyclovir and valacyclovir for the prevention of RHL.,1.0
155.0,There is insufficient scientific evidence to conclude that wearing maternity support belts reduces pregnancy-related low back pain and/or pelvic girdle pain.,1.0
156.0,RELEVANCE TO CLINICAL PRACTICE: This review provides comprehensive understanding of the effectiveness of maternity support belts for the relief of low back pain during pregnancy which will facilitate healthcare professionals in providing evidence-based advice to their patients.,2.0
157.0,"Low impact aerobic exercise gradually increasing in intensity, duration and frequency may be an effective strategy in reducing fatigue in some adults with chronic auto-immune conditions.",2.0
158.0,"However, fatigue is a variable and personal experience and a range of behavioural interventions may be required.",1.0
159.0,Well-designed studies testing these promising strategies and consensus on outcome fatigue measures are needed.,1.0
160.0,The two treatments applied had similar effectiveness as they both relieved pain and reduced the size of recurrent aphthous ulcers.,2.0
161.0,The cinnamon extract seems to have a moderate effect in reducing fasting plasma glucose concentrations in diabetic patients with poor glycaemic control.,2.0
162.0,The systemic lupus erythematosus self-management course had effects in reducing fatigue and depression and improving coping skills and self-efficacy.,2.0
163.0,The antiplatelet agent clopidogrel has beneficial effects in patients with acute coronary syndromes without ST-segment elevation.,2.0
164.0,"Over 18 months, persons with prehypertension and stage 1 hypertension can sustain multiple lifestyle modifications that improve control of blood pressure and could reduce the risk for chronic disease.",2.0
165.0,"The trial does not indicate an effect of daily 200 mg oral DHEA on fatigue and well-being, and therefore DHEA treatment is not recommended in unselected female patients with quiescent SLE.",0.0
166.0,"At all doses studied, febuxostat more effectively lowered and maintained serum urate levels <6.0 mg/dl than did allopurinol (300 or 100 mg) or placebo in subjects with hyperuricemia and gout, including those with mild to moderately impaired renal function.",2.0
167.0,"When incorporated into a habitual diet, consumption of test foods with a decreased GL does not ameliorate metabolic risk markers in overweight subjects.",1.0
168.0,Trial evidence that examines the effects of n-3 PUFAs on depressed mood is limited and is difficult to summarize and evaluate because of considerable heterogeneity.,1.0
169.0,"Twice-daily SD doxycycline treatment significantly reduced the number of inflammatory and noninflammatory lesions in patients with moderate facial acne, was well tolerated, had no detectable antimicrobial effect on the skin flora, and did not result in any increase in the number or severity of resistant organisms.",2.0
170.0,The present analysis provides an estimate of the average treatment effects of testosterone therapy in middle-aged men.,1.0
171.0,"Our findings are sufficiently strong to justify further interventional studies focused on alternative targets of androgenic treatment carrying more stringent clinical implications, in particular the cardiovascular, metabolic and neurological systems.",1.0
172.0,Ibuprofen is as or more efficacious than acetaminophen for the treatment of pain and fever in adult and pediatric populations and is equally safe.,2.0
173.0,This controlled study showed significant short-term efficacy of carbamazepine for agitation with generally good safety and tolerability.,2.0
174.0,"Among patients with chronic gout, elevated serum uric acid level, and allopurinol intolerance or refractoriness, the use of pegloticase 8 mg either every 2 weeks or every 4 weeks for 6 months resulted in lower uric acid levels compared with placebo.",2.0
175.0,Oral dexamethasone in a dose of 0.15 mg/kg is effective in reducing return to medical care with ongoing croup in children with mild croup.,2.0
176.0,Dilute alcohol injection is a safe and effective treatment option for patients with Morton's neuroma who want to avoid a surgical procedure and any associated complications.,2.0
177.0,This study confirms the beneficial effects of Caiapo on plasma glucose as well as cholesterol levels in patients with type 2 diabetes.,2.0
178.0,"For the first time, the long-term efficacy of Caiapo on glucose control was demonstrated by the observed decrease in HbA(1c).",2.0
179.0,"We demonstrated immediate improvement in nipple-pain and breastfeeding scores, despite a placebo effect on nipple pain.",2.0
180.0,This should provide convincing evidence for those seeking a frenotomy for infants with signficant ankyloglossia.,1.0
181.0,"Quadrivalent HPV vaccine prevents infection with HPV-6, 11, 16, and 18 and the development of related external genital lesions in males 16 to 26 years of age.",2.0
182.0,Elevated troponin level after acute stroke is common and is associated with ECG changes suggestive of myocardial ischemia and increased risk of death.,0.0
183.0,Administration of fluoroquinolones emerged as the most important risk factor for CDAD in Quebec during an epidemic caused by a hypervirulent strain of C. difficile.,0.0
184.0,Estrogen replacement therapy in doses used to control climacteric symptoms does not alter the incidence or intensity of nocturnal periodic limb movements.,2.0
185.0,Evidence was insufficient to show whether exercise is an effective treatment for vasomotor menopausal symptoms.,1.0
186.0,Evidence was insufficient to show the relative effectiveness of exercise when compared with HT or yoga.,1.0
187.0,"The temporal distribution of PLMs, as well as the coupling of PLMs with the phase position of circadian temperature curve, suggest an involvement of the circadian timing system in the pathophysiology of PLMD.",1.0
188.0,Locomotor activity in animals clearly exhibits a circadian pattern and can be strongly influenced by exogenous melatonin.,1.0
189.0,"More specifically, we hypothesize that the mode of action of melatonin in the presented PLMD patients might have been an increase of output-amplitude of the circadian timing system, thereby enhancing the circadian rhythmicity of locomotor activity with a reduction of sleep motor activity.",1.0
191.0,"The subjects who had more severe asthma (especially if it developed after the age of 2 and was associated with reduced expiratory flow), were female, or had parents who had asthma were at an increased risk of having asthma as an adult.",0.0
192.0,"These findings have implications for the treatment and prognosis of childhood asthma, targeting preventive and educational strategies and understanding the onset of asthma in adult life.",2.0
193.0,These findings support the use of appropriately prescribed graded aerobic exercise in the management of patients with fatigue and systemic lupus erythematosus.,2.0
194.0,"Febuxostat, at a daily dose of 80 mg or 120 mg, was more effective than allopurinol at the commonly used fixed daily dose of 300 mg in lowering serum urate.",2.0
195.0,"While GTN appears to offer short-term benefits up to 6 months in the treatment of lateral epicondylosis, at 5 years there does not appear to be significant clinical benefits when compared with patients undertaking a standard tendon rehabilitation programme alone.",1.0
196.0,This is in contrast to findings of continued benefits at long-term follow-up described in the literature for patients with Achilles tendinopathy treated with GTN.,0.0
197.0,The limited available evidence suggests folate may have a potential role as a supplement to other treatment for depression.,2.0
198.0,"It is currently unclear if this is the case both for people with normal folate levels, and for those with folate deficiency.",1.0
199.0,"Long-term mortality follow-up showed that patients with dyslipidemia benefited from beginning treatment with gemfibrozil early, especially if their dyslipidemia entailed factors related to the metabolic syndrome.",2.0
200.0,"Those with histologic findings of severe gastric atrophy, corpus-predominant gastritis, or intestinal metaplasia are at increased risk.",0.0
201.0,"Persons with H. pylori infection and nonulcer dyspepsia, gastric ulcers, or gastric hyperplastic polyps are also at risk, but those with duodenal ulcers are not.",1.0
202.0,There is insufficient evidence to support the use of herbal medicines in HIV-infected individuals and AIDS patients.,1.0
203.0,Women wishing to use combined OC can be reassured that their decision is unlikely to place them at higher risk of developing cancer.,1.0
204.0,"Use of the qHPV vaccine reduced the rates of anal intraepithelial neoplasia, including of grade 2 or 3, among men who have sex with men.",0.0
205.0,Increasing levels of pharmacologic acid suppression are associated with increased risks of nosocomial C difficile infection.,1.0
206.0,This evidence of a dose-response effect provides further support for the potentially causal nature of iatrogenic acid suppression in the development of nosocomial C difficile infection.,2.0
207.0,Infected women can be reassured that the maximum possible risk of a congenital abnormality due to B19 is under 1% and that long term development will be normal.,2.0
208.0,"We speculate that ankyloglossia plays a significant role in early breast-feeding difficulties, and that frenotomy is an effective therapy for these difficulties.",2.0
209.0,"In children followed up to 3.5 years, PCV provided a moderate amount of protection against ear infections while reducing frequent otitis media and tube procedures by greater amounts.",2.0
210.0,The combination of low-dose spironolactone with metformin seems superior to either drug alone in terms of clinical benefits and compliance in women with PCOS.,2.0
252.0,Our results indicate that only a small proportion of children with severe alopecia areata will obtain a persistent benefit from topical immunotherapy.,2.0
253.0,"In patients with Doppler evidence of diastolic dysfunction at rest and a hypertensive response to exercise, Ang II receptor blockade blunts the hypertensive response to exercise, increases exercise tolerance and improves quality of life.",2.0
254.0,Higher maternal caffeine intake during pregnancy was associated with a higher risk of delivering low birth weight infants.,0.0
255.0,There is insufficient evidence to support the effectiveness of melatonin in managing the cognitive and non-cognitive sequelae of dementia.,1.0
256.0,"A systematic review and meta-analysis was performed of randomized, controlled, direct-comparison trials that included adults receiving atenolol, bisoprolol, metoprolol, nebivolol, or carvedilol to evaluate the effects of carvedilol compared to other BBs on mortality, cardiovascular events, and hospital readmissions in the setting of AMI or systolic HF.",1.0
257.0,"In 3 trials of patients with AMI (n = 644), carvedilol significantly reduced all-cause mortality by 45% (fixed-effects model: risk ratio 0.55, 95% confidence interval 0.32 to 0.94, p = 0.03, random-effects model: risk ratio 0.56, 95% confidence interval 0.26 to 1.12, p = 0.10), with no reduction in non-fatal MI (risk ratio 0.61, 95% confidence interval 0.31 to 1.22, p = 0.16).",2.0
258.0,"In conclusion, carvedilol, as compared against atenolol, bisoprolol, metoprolol and nebivolol in randomized direct comparison trials, significantly reduced all-cause mortality in systolic HF patients.",2.0
259.0,"Metformin treatment in persons at risk for diabetes improves weight, lipid profiles, and insulin resistance, and reduces new-onset diabetes by 40%.",2.0
260.0,"Methylprednisolone injections for CTS have significant benefits in relieving symptoms at 10 weeks and reducing the rate of surgery 1 year after treatment, but 3 out of 4 patients had surgery within 1 year.",2.0
261.0,PRIMARY FUNDING SOURCE: Region of Scania Research and Development Foundation and Hässleholm Hospital Organization.,1.0
262.0,Migraine in women of childbearing age significantly increases the risk of ischaemic but not haemorrhagic stroke.,0.0
263.0,"The coexistence of oral contraceptive use, high blood pressure, or smoking seems to exert a greater than multiplicative effect on the risk of ischaemic stroke associated with migraine.",0.0
267.0,The ATLFF was not a useful tool to identify which tongue-tied infants are at risk for breast-feeding problems.,0.0
268.0,"Clonidine, SSRIs and SNRIs, gabapentin and relaxation therapy showed a mild to moderate effect on reducing hot flushes in women with a history of breast cancer.",2.0
