,id,neg_word,Unnamed: 0,Unnamed: 0.1,sen,lab,neg_bin,effected_words
34,142.0,not,441,264,"The consumption of supplemental doses of turmeric, but not cinnamon, can significantly increase urinary oxalate levels, thereby increasing risk of kidney stone formation in susceptible individuals.",0.0,1,"[u'cinnamon', u'increas', u'oxal', u'increas', u'risk', u'kidney', u'stone', u'format', u'suscept', u'individu']"
35,143.0,not,326,27,Children with behavioural/emotional problems who wet their beds need not first be treated for their behavioural/emotional problems.,1.0,1,"[u'emot', u'first', u'treat', u'emot', u'problem']"
36,145.0,not,196,190,Our data have shown that budesonide inhaled regularly for 9 months did not cause a significant improvement in the BHR of adolescents with long-term asthma remission.,2.0,1,[u'caus']
37,149.0,without,99,449,"With losartan, treadmill exercise time increased from 894 +/- 216 to 951 +/- 225 seconds (p = 0.011), and quality of life improved from 15 +/- 12 to 7 +/- 10 (p = 0.015) without a change in oxygen consumption (1,895 +/- 470 to 1,954 +/- 539 ml/min, p = 0.30).",2.0,1,"[u'chang', u'oxygen', u'consumpt']"
38,150.0,not,287,372,"With HCTZ, exercise time (842 +/- 225 to 872 +/- 239 seconds, p = 0.32) and quality of life (19 +/- 21 vs 19 +/- 24, p = 0.43) did not change, whereas oxygen consumption decreased from 2,144 +/- 788 to 1,960 +/- 706 ml/min (p = 0.022).",1.0,1,"[u'chang', u'oxygen', u'consumpt', u'decreas']"
39,152.0,no,150,313,A moderate reduction in caffeine intake in the second half of pregnancy has no effect on birth weight or length of gestation.,1.0,1,"[u'birth', u'weight', u'length', 'of', u'gestat']"
40,163.0,without,525,377,The antiplatelet agent clopidogrel has beneficial effects in patients with acute coronary syndromes without ST-segment elevation.,2.0,1,[]
41,165.0,not,327,438,"The trial does not indicate an effect of daily 200 mg oral DHEA on fatigue and well-being, and therefore DHEA treatment is not recommended in unselected female patients with quiescent SLE.",0.0,1,"[u'effect', u'daili', u'oral', u'dhea', u'fatigu', u'well-b', u'treatment', u'recommend', u'femal', u'patient']"
42,167.0,not,471,201,"When incorporated into a habitual diet, consumption of test foods with a decreased GL does not ameliorate metabolic risk markers in overweight subjects.",1.0,1,"[u'metabol', u'subject']"
43,169.0,no,227,490,"Twice-daily SD doxycycline treatment significantly reduced the number of inflammatory and noninflammatory lesions in patients with moderate facial acne, was well tolerated, had no detectable antimicrobial effect on the skin flora, and did not result in any increase in the number or severity of resistant organisms.",2.0,1,"[u'number', u'antimicrobi', u'skin', u'antimicrobi', u'effect', u'not', u'result', u'increas', u'sever', u'resist', u'organ']"
44,184.0,not,170,225,Estrogen replacement therapy in doses used to control climacteric symptoms does not alter the incidence or intensity of nocturnal periodic limb movements.,2.0,1,"[u'incid', u'intens', u'nocturn', u'period', u'limb', u'movement']"
45,1214.0,no significant,197,481,Interpretation of batches of mammograms by qualified screening mammography readers using a different order vs the same order for the second reading resulted in no significant difference in rates of detection of breast cancer.,1.0,1,"[u'signific', 'in', u'detect']"
46,195.0,not appear,416,426,"While GTN appears to offer short-term benefits up to 6 months in the treatment of lateral epicondylosis, at 5 years there does not appear to be significant clinical benefits when compared with patients undertaking a standard tendon rehabilitation programme alone.",1.0,1,"[u'appear', 'to', u'benefit', 'in', u'signific', u'clinic', u'compar', u'patient', u'undertak', u'standard', u'tendon', u'rehabilit', u'program', u'alon']"
47,201.0,not,533,143,"Persons with H. pylori infection and nonulcer dyspepsia, gastric ulcers, or gastric hyperplastic polyps are also at risk, but those with duodenal ulcers are not.",1.0,1,[]
48,203.0,,84,177,Women wishing to use combined OC can be reassured that their decision is unlikely to place them at higher risk of developing cancer.,1.0,1,"[u'woman', u'wish', 'to', u'use', u'combin', 'oc', u'decis']"
49,717.0,not,202,343,"Among adults with opioid dependence maintaining abstinence with a stable dose of sublingual buprenorphine, the use of buprenorphine implants compared with continued sublingual buprenorphine did not result in an inferior likelihood of remaining a responder.",0.0,1,"[u'inferior', u'remain']"
50,217.0,no,548,423,There is no current evidence to favour maintenance low dose inhaled corticosteroids in the prevention and management of episodic mild viral induced wheeze.,1.0,1,"[u'current', u'evid', u'low', u'inhal', u'corticosteroid', u'prevent', u'mainten', u'low', u'dose', u'manag', u'episod', u'mild', u'viral', u'induc', u'wheez']"
51,736.0,not appear,204,551,"Chinese massage therapy decreased pain and may improve extensor muscle strength in patients with knee OA, but does not appear to improve ROM.",2.0,1,"[u'appear', 'to']"
52,1258.0,not,19,336,"Despite its shorter half-life, letrozole seems to be as least as likely, if not more, to adversely affect cervical mucus.",0.0,1,"[u'cervic', u'mucus']"
53,1261.0,not,393,544,"Among at-risk patients presenting to the ED, the use of aspirin compared with placebo did not reduce the risk of ARDS at 7 days.",0.0,1,[u'ard']
54,1263.0,without,392,109,The combination of INS and Oxymet provides additional benefit compared to INS monotherapy in relieving nasal congestion in subjects with chronic rhinitis and allergic rhinitis without developing rhinitis medicamentosa.,2.0,1,['in']
55,1273.0,without,238,180,However Botulinum toxin type A (Botox) showed statistically significant more increased in pressure pain threshold at 6-week after injection without severe adverse effects.,2.0,1,"[u'advers', u'effect']"
56,763.0,not,300,49,The proposed treatment is not less effective compared with the McDonald's trial.,2.0,1,"[u'effect', u'compar', u'trial']"
57,257.0,with ,43,141,"In 3 trials of patients with AMI (n = 644), carvedilol significantly reduced all-cause mortality by 45% (fixed-effects model: risk ratio 0.55, 95% confidence interval 0.32 to 0.94, p = 0.03, random-effects model: risk ratio 0.56, 95% confidence interval 0.26 to 1.12, p = 0.10), with no reduction in non-fatal MI (risk ratio 0.61, 95% confidence interval 0.31 to 1.22, p = 0.16).",2.0,1,"['in', u'risk', u'ratio', u'confid', u'interv', u'reduct', u'non', u'fatal', '31']"
58,262.0,not,451,358,Migraine in women of childbearing age significantly increases the risk of ischaemic but not haemorrhagic stroke.,0.0,1,"[u'haemorrhag', u'stroke']"
59,267.0,not,469,351,The ATLFF was not a useful tool to identify which tongue-tied infants are at risk for breast-feeding problems.,0.0,1,"[u'use', u'tool', u'infant', 'at', u'risk']"
60,784.0,not,397,411,Intraoperative dexmedetomidine does not reduce postoperative opioid consumption or improve pain scores after multilevel deformity correction spine surgery.,0.0,1,"[u'opioid', u'pain', u'score', u'surgeri']"
61,1304.0,not,386,441,"Dose-dependent increases in appendicular lean body mass and decreases in fat mass were observed, although this study did not achieve the threshold of its primary objective.",1.0,1,[u'primari']
62,794.0,not,228,407,Full robotic gastrectomy with intracorporeal robot-sewn anastomosis for gastric cancer is safe and does not increase the complication risk during or after surgery.,2.0,1,"[u'complic', u'surgeri']"
63,283.0,no significant,269,514,Early administration of oral steroid medication in patients with acute sciatica had no significant effect on most parameters studied.,0.0,1,"[u'signific', u'paramet']"
64,288.0,not,412,43,"Methacholine responsiveness and peak flow variability assessed at age 11, together with markers of atopy (IgE and skin test reactivity to allergens) identify three different wheezing phenotypes in childhood: ""transient early wheezing"" limited to the first three years of life and unrelated to increased airway lability; ""non-atopic wheezing"" of the toddler and early school years associated with positive peak flow variability but not with methacholine hyperresponsiveness; and ""IgE-associated wheeze/asthma"" associated with persistent wheezing at any age and with methacholine hyperresponsiveness, peak flow variability, and markers of atopy.",1.0,1,"[u'methacholin', u'respons', u'peak', u'flow', u'variabl', u'age', u'marker', u'atopi', u'wheez', u'associ', u'with', u'associ', u'wheez', u'asthma', u'persist', u'and']"
65,289.0,not,132,150,It is not known whether the favorable results of Pennsaid can be extrapolated to other topical NSAID preparations.,1.0,1,"[u'known', u'favor', u'result', u'pennsaid', u'nsaid']"
66,1316.0,not,290,446,The test-based approach to the management of malaria did not increase the incidence of malaria or anaemia among under-five children in this setting.,2.0,1,"[u'malaria', u'increas', u'anaemia', u'under', u'child']"
67,294.0,not,93,326,"Based on the significant rate of side effects with opioids and the lack of convincing superiority over NSAIDs, opioids are not recommended as a treatment for chronic LBP.",0.0,1,"[u'recommend', u'treatment', u'chronic']"
68,305.0,without,149,309,"Among MSM 26 years of age and older with and without history of anal condyloma, qHPV reduces the risk of anal condyloma development.",2.0,1,"[u'histori', u'anal', u'condyloma', u'risk', u'develop']"
69,306.0,without,532,52,"PMVA was associated with an increased risk of stroke, particularly among women without other medical conditions associated with stroke.",0.0,1,"[u'associ', u'with', u'medic', u'condit', u'stroke']"
70,314.0,not,95,362,"Using propensity score analysis, 120 patients receiving an ACE inhibitor were matched with 120 patients not receiving this medication.",1.0,1,[u'medic']
71,316.0,no,507,127,Five-year relative survival (observed/expected survival) of the ACE inhibitor group was better than that of the no-ACE inhibitor group (65% vs 57%).,2.0,1,"[u'ace', u'inhibitor', u'group', '65']"
72,320.0,not,177,431,"Early surgery achieved more rapid relief of sciatica than conservative care, but outcomes were similar by one year and these did not change during the second year.",2.0,1,"[u'year', u'chang', u'second']"
73,321.0,not,8,365,"The risk of maternal B19 infection in pregnancy could not be predicted by a gravida's occupation, but it was significantly higher when the source of exposure was her own child.",0.0,1,"[u'predict', u'gravida', u'occup']"
74,651.0,no significant,509,72,"In this open-label, randomized trial involving patients with locally advanced pancreatic cancer with disease controlled after 4 months of induction chemotherapy, there was no significant difference in overall survival with chemoradiotherapy compared with chemotherapy alone and there was no significant difference in overall survival with gemcitabine compared with gemcitabine plus erlotinib used as maintenance therapy.",0.0,1,"[u'chemotherapi', u'signific', u'overal', u'surviv', u'chemoradiotherapi', u'compar', u'alon', u'gemcitabin', u'plus', u'use', u'mainten', u'therapi']"
75,1348.0,no,234,164,There were no clinically meaningful intervention effects for the adiposity outcomes.,1.0,1,"[u'mean', u'adipos']"
76,326.0,not,294,513,Early frenotomy did not result in an objective improvement in breastfeeding but was associated with improved self-efficacy.,2.0,1,"[u'result', u'object', u'improv']"
77,328.0,without,259,19,Red yeast rice and therapeutic lifestyle change decrease LDL cholesterol level without increasing CPK or pain levels and may be a treatment option for dyslipidemic patients who cannot tolerate statin therapy.,2.0,1,"[u'increas', u'pain', u'level', u'treatment', u'option', u'patient', u'statin', u'therapi']"
78,333.0,no,58,393,"Evidence is insufficient to show the effectiveness of relaxation techniques as treatment for menopausal vasomotor symptoms, or to determine whether this treatment is more effective than no treatment, placebo, acupuncture, superficial needle insertion or paced respiration.",1.0,1,"[u'treatment', u'placebo', u'acupunctur', u'superfici', u'needl', u'insert', u'pace', u'respir']"
79,1361.0,not,240,171,"Acute coffee consumption in non-stressful conditions activated sAA and BP but not salivary cortisol, indicating activation of the sympathetic nervous system.",1.0,1,"[u'salivari', u'activ']"
80,1364.0,not,367,236,"Conducting CBP in the early stage of severe burn is safe and feasible, which does not obviously affect the vital signs, volumes of fluid input and urine output, or platelet count of patients, additionally, it could help protect the function of vital organs, eliminate stress hyperglycemia, and reduce infection rate.",2.0,1,"[u'vital', u'sign', u'input', u'platelet', u'count', u'help', u'vital', u'stress', u'hyperglycemia', u'rate']"
81,1366.0,absence of,489,36,"In the absence of a difference in overall survival, these findings suggest that for patients with 1 to 3 brain metastases amenable to radiosurgery, SRS alone may be a preferred strategy.",2.0,1,"[u'overal', u'find', u'patient', u'alon', u'strategi']"
82,346.0,without,334,226,"In this trial of apparently healthy persons without hyperlipidemia but with elevated high-sensitivity C-reactive protein levels, rosuvastatin significantly reduced the incidence of major cardiovascular events.",2.0,1,"[u'hyperlipidemia', u'but']"
83,354.0,not,85,6,Pharmacotherapy appears safe in the short term; long-term safety has not been as strongly established.,2.0,1,[u'establish']
84,1381.0,not,311,184,"Regarding success rate, attended time, or number of attempts for radial arterial cannulation, we did not find any benefit of ultrasound guidance compared to palpation technique.",0.0,1,"[u'ani', u'ultrasound', u'guidanc', u'palpat']"
85,360.0,not,546,323,"Data are not available addressing other key issues including the effectiveness of screening in primary care settings, role of enhanced surveillance by primary care physicians before referral for diagnostic evaluation, non-speech and language and long-term benefits of interventions, and adverse effects of screening and interventions.",1.0,1,"[u'address', u'issu', u'includ', u'effect', u'screen', u'primari', u'care', u'set', u'surveil', u'diagnost', u'evalu', u'non', u'speech', u'languag', u'long-term', u'benefit', u'intervent', u'advers', u'effect']"
86,364.0,without,305,222,The results of our study showed that one application of silver nitrate can decrease the severity of pain in aphthous ulceration without significantly shortening or prolonging healing time.,2.0,1,"['in', u'shorten', u'heal', u'time']"
87,1396.0,not,440,388,"Among patients with systemic sclerosis and active ischemic digital ulcers, treatment with macitentan did not reduce new digital ulcers over 16 weeks.",0.0,1,"[u'digit', u'new', u'week']"
88,380.0,no,256,86,We found no arguments in favour of confronting smokers with their lung function as a tool for enhancing smoking cessation.,1.0,1,"[u'argument', u'smoker', u'with', u'lung', u'function', u'tool', u'smoke', u'cessat']"
89,394.0,not associated with,0,281,Currently available evidence weakly supports the inference that testosterone use in men is not associated with important cardiovascular effects.,1.0,1,"[u'associ', u'with', u'cardiovascular', u'effect']"
90,396.0,no,346,420,"Although there are as yet no large-scale, long-term controlled studies of T therapy to provide a definitive assessment of risk, numerous smaller clinical trials as well as population-based longitudinal studies consistently fail to support the historical idea that T therapy poses an increased risk of prostate cancer or exacerbation of symptoms due to benign prostatic hyperplasia.",0.0,1,"[u'larg', u'scale', u'control', u'therapi', u'provid', u'definit', u'numer', u'smaller', u'clinic', u'trial', u'longitudin', u'fail', 'to', u'support', u'histor', u'increas', u'risk', u'symptom', u'benign', u'prostat', u'hyperplasia']"
91,675.0,no,301,331,This study showed no effects.,0.0,1,[u'effect']
92,1227.0,not,139,453,"Among patients recently hospitalized with heart failure and reduced LVEF, the use of liraglutide did not lead to greater posthospitalization clinical stability.",0.0,1,"[u'greater', u'stabil']"
93,96.0,,355,108,"Supplementation with vitamin D can be achieved equally well with daily, weekly, or monthly dosing frequencies.",2.0,0,
94,777.0,,320,461,"In addition, it can avoid possible side-effect of medication.",2.0,0,
95,588.0,,153,390,SIT decreases the expression of GM-CSF and IL-5 and reduces the inflammatory reaction in the tissue samples of recurrent nasal polyps.,2.0,0,
96,393.0,,366,157,"With excellent cure rates and a good tolerability profile, terbinafine should continue to be a drug of choice for the treatment of toenail onychomycosis in the rising number of NIDDM patients receiving multiple medication.",2.0,0,
97,1198.0,,468,503,"While the current intervention improved cognitive functions, the cause-effect relationship, if any, with the concomitant neuromuscular adaptations remains to be explored.",1.0,0,
98,1336.0,,362,473,Further research is required to replicate the effect with more robust methodology and powered for sub-group analysis including socio-economic status.,1.0,0,
99,384.0,,486,378,There is a need for further research to be performed with large sample sizes and well-designed RCTs to assess clinical outcomes.,1.0,0,
100,259.0,,167,509,"Metformin treatment in persons at risk for diabetes improves weight, lipid profiles, and insulin resistance, and reduces new-onset diabetes by 40%.",2.0,0,
101,86.0,,252,261,"The combined therapy of TFGs with sulfonylureas hypoglycemic drug could lower the blood glucose level and ameliorate clinical symptoms in the treatment of T2DM, and the therapy was relatively safe.",2.0,0,
102,395.0,,54,243,Patients and clinicians need large randomized trials of men at risk for cardiovascular disease to better inform the safety of long-term testosterone use.,1.0,0,
103,208.0,,399,242,"We speculate that ankyloglossia plays a significant role in early breast-feeding difficulties, and that frenotomy is an effective therapy for these difficulties.",2.0,0,
104,33.0,,155,146,"In addition, regardless of psychiatric status, ADHD placed children at relative risk for educational and vocational disadvantage.",0.0,0,
105,353.0,,231,269,"Counseling and pharmacotherapy can promote modest sustained weight loss, improving clinical outcomes.",2.0,0,
106,157.0,,136,360,"Low impact aerobic exercise gradually increasing in intensity, duration and frequency may be an effective strategy in reducing fatigue in some adults with chronic auto-immune conditions.",2.0,0,
107,620.0,,398,244,Our findings suggest in vivo training should be included to facilitate proficiency with device-specific intubation techniques.,1.0,0,
108,263.0,,188,228,"The coexistence of oral contraceptive use, high blood pressure, or smoking seems to exert a greater than multiplicative effect on the risk of ischaemic stroke associated with migraine.",0.0,0,
109,160.0,,75,494,The two treatments applied had similar effectiveness as they both relieved pain and reduced the size of recurrent aphthous ulcers.,2.0,0,
110,561.0,,171,93,"Although EC is widely used as a method of quitting smoking, it has negative effects on the sinonasal symptoms and MCC.",0.0,0,
111,542.0,,328,293,Combined aerobic and stretching exercises brought about significant therapeutic effects on selected cardiopulmonary parameters in female BC survivors.,2.0,0,
112,429.0,,144,237,The present trial evaluated the tolerability of red yeast rice versus pravastatin in patients unable to tolerate other statins because of myalgia.,1.0,0,
113,1328.0,,20,10,"Vegethon is a theory-based, user-informed mobile intervention that was systematically developed using the IDEAS framework.",1.0,0,
114,16.0,,266,399,All randomized clinical trials (RCTs) with Xuezhikang as a treatment for CHD combined with dyslipidemia were considered for inclusion.,1.0,0,
115,391.0,,107,338,Further prospective studies on patients taking long-term acid suppression are needed to establish whether this association is causal.,1.0,0,
116,1205.0,,224,534,Secure VCEs can be conducted using widely available hardware and software solutions.,1.0,0,
117,43.0,,518,187,"Ankyloglossia, which is a relatively common finding in the newborn population, adversely affects breastfeeding in selected infants.",1.0,0,
118,1274.0,,127,349,Using 14% Plai cream over a 7-day period substantially reduced muscle soreness symptoms compared to 7% Plai cream or a placebo cream.,2.0,0,
119,775.0,,484,81,Our findings also highlight the need for replication studies in brain stimulation research.,1.0,0,
120,338.0,,45,21,The risk of infection is high for susceptible pregnant women during epidemics and associated with the level of contact with children.,0.0,0,
121,214.0,,370,408,Heterogeneity in study design needs to be addressed in future research in order to test the efficacy of this intervention.,1.0,0,
122,379.0,,381,550,"There is a large degree of heterogeneity in the results, and the sources of this need to be investigated.",1.0,0,
123,1409.0,,511,66,Administering interventions via the Internet to older adults is feasible.,2.0,0,
124,70.0,,298,208,"The MS was defined on the basis of meeting > or =3 of 5 criteria from the current National Cholesterol Education Program guidelines in a small subgroup of patients with high-density lipoprotein cholesterol determinations at baseline and on the basis of > or =3 of 4 criteria in the total population, excluding the high-density lipoprotein cholesterol criterion.",1.0,0,
125,335.0,,16,497,"These data are strikingly similar to those from our previous study of RH, in which a suboptimal medication regimen was the most common reason for resistance.",1.0,0,
126,120.0,,508,439,"Sports activity in adolescents and young adults was associated with an increased risk of SD, both in males and females.",0.0,0,
127,1284.0,,253,46,The safety profile of CT-P13 was also similar to that of RP.,1.0,0,
128,188.0,,264,368,Locomotor activity in animals clearly exhibits a circadian pattern and can be strongly influenced by exogenous melatonin.,1.0,0,
129,705.0,,390,59,"Acupuncture therapy can effectively reduce the visceral fat content, being better than simple health education.",2.0,0,
130,1337.0,,80,304,EA improves rectus femoris tension and recovers the internal mechanics balance and the efficacy is better than that of meloxicam.,2.0,0,
131,381.0,,64,495,The effects of multiple treatment options on the subjective and objective measures of hirsutism have displayed varying results.,1.0,0,
132,46.0,,341,5,The SSRIs sertraline and citalopram were associated with a reduction in symptoms of agitation when compared to placebo in two studies.,2.0,0,
133,21.0,,211,295,Xuezhikang showed a comprehensive lipid-regulating effect and was safe and effective in reducing cardiovascular events in CHD patients complicated by dyslipidemia.,2.0,0,
134,1410.0,,83,75,Significantly less RBL was observed after 1 year of loading around IL implants than around DL implants.,1.0,0,
135,258.0,,458,334,"In conclusion, carvedilol, as compared against atenolol, bisoprolol, metoprolol and nebivolol in randomized direct comparison trials, significantly reduced all-cause mortality in systolic HF patients.",2.0,0,
136,1204.0,,482,229,The clinical impact of prolonged IL-10 needs further evaluation.,1.0,0,
137,130.0,,368,296,"Thus, ACS patients should be started in-hospital and continued long-term on intensive statin therapy.",1.0,0,
138,202.0,,165,70,There is insufficient evidence to support the use of herbal medicines in HIV-infected individuals and AIDS patients.,1.0,0,
139,2.0,,462,273,"For a given anesthesia condition, the Mogen clamp is associated with a less painful procedure than the Gomco.",2.0,0,
140,119.0,,541,419,Sonographic needle guidance significantly improves the performance and outcomes of outpatient IA injections in a clinically significant manner.,2.0,0,
141,771.0,,360,452,"Compared with DICE regimen combined with rituximab, GDP regimen combined with rituximab in treatment of elderly patients with relapsed and refractory diffuse large B cell lymphoma can efficiently reduce tumor loading, prolong the disease-free survival time, improve the long-term clinical prognosis, and not aggravate the side effects of drugs.",2.0,0,
142,1412.0,,480,83,We conclude that oxytocin does modulate basic factors of facial emotion processing in chronic depression.,1.0,0,
143,256.0,,494,232,"A systematic review and meta-analysis was performed of randomized, controlled, direct-comparison trials that included adults receiving atenolol, bisoprolol, metoprolol, nebivolol, or carvedilol to evaluate the effects of carvedilol compared to other BBs on mortality, cardiovascular events, and hospital readmissions in the setting of AMI or systolic HF.",1.0,0,
144,1395.0,,32,406,"More females reported poor sleep quality, and sleep quality was inversely related to mental HRQOL by 12 months.",1.0,0,
145,1202.0,,26,32,Both MM and VDO were significantly improved by use of occlusal splints pretreatment.,2.0,0,
