,id,sen,lab,socal
56,60,The majority of infants with wheezing have transient dsyn associated with diminished airway function at birth and do not have increased risks of dsyn or patf later in life.,2,-1.0
57,61,"In a substantial minority of infants, however, wheezing episodes are probably related to a predisposition to asthma.",1,1.0
58,62,One week of continuous auricular acupuncture decreases the pain and disability experienced by women with pregnancy-related low back and posterior pelvic pain.,2,-1.0
59,63,"Based on these findings and those of prior studies, once-daily AzA 15% gel can therefore be utilized as a safe, effective, and economical dosing option for the treatment of mild-to-moderate papulopustular rosacea.",2,1.66666666667
60,64,Once-daily dosing of AzA 15% gel was well accepted by patients and can offer considerable dosing flexibility and convenience for the patient as well as for the dermatologist.,2,1.0
61,65,"These bioflavonoids improve early outcomes in cadaveric renal transplantation, possibly through HO-1 induction.",2,1.5
62,66,"It can thus be concluded that in the management of rosacea, basic skin care regimens, including daily use of a therapeutic moisturizer, offer optimal benefits.",2,2.0
63,67,"The CDP was a randomized, placebo-controlled clinical trial of lipid-modifying agents in men with previous myocardial patf (MI).",1,-1.0
64,69,"Patients treated with niacin (n = 1,119) and placebo (n = 2,787) were grouped according to the presence or anab of the MS at baseline.",1,0.0
65,70,"The MS was defined on the basis of meeting > or =3 of 5 criteria from the current National Cholesterol Education Program guidelines in a small virs of patients with high-density lipoprotein cholesterol determinations at baseline and on the basis of > or =3 of 4 criteria in the total population, excluding the high-density lipoprotein cholesterol criterion.",1,-0.333333333333
66,72,"In conclusion, these results support the use of niacin in postinfarction patients with and without the MS.",2,1.0
67,73,"This study demonstrates that, when used in conjunction with DPNB, a pacifier dipped in 24% sucrose and a more comfortable, padded, and physiologic restraint can be useful in decreasing distress and pain.",2,-1.0
68,74,"The uncertain quality of identified trials highlights the need for improved reporting of study methods, particularly with regards to allocation concealment and the handling of incomplete outcome data.",0,0.6
69,75,"The effect of black cohosh on other important outcomes, such as health-related quality of life, sexuality, bone health, night sweats and cost-effectiveness also warrants further investigation.",1,2.33333333333
70,76,"At the present time, evidence from randomized trials does not support blood pressure targets lower than the standard targets in people with elevated blood pressure and diabetes.",1,-1.0
71,77,"More randomized controlled trials are needed, with future trials reporting total mortality, total serious adverse events as well as cardiovascular and renal events.",1,-1.03333333333
72,79,"However, problems with standardization and safety concerns may limit their applicability in clinical practice.",1,-0.25
73,80,"Whole-grain intake, largely attributed to the cereal fiber, is inversely associated with HOMA-IR and a lower prevalence of the metabolic syndrome.",1,0.0
74,81,Dietary glycemic index is positively associated with HOMA-IR and prevalence of the metabolic syndrome.,1,3.0
75,82,"Given that both a high cereal fiber content and lower glycemic index are attributes of whole-grain foods, recommendation to increase whole-grain intake may reduce the risk of developing the metabolic syndrome.",2,0.666666666667
76,83,"The results of this study demonstrate that intake of 1, 3, or 6 g of cinnamon per day reduces serum glucose, triglyceride, LDL cholesterol, and total cholesterol in people with type 2 dsyn and suggest that the inclusion of cinnamon in the diet of people with type 2 dsyn will reduce risk factors associated with dsyn and cardiovascular diseases.",2,-1.0
77,84,Use of cinnamon showed a beneficial effect on glycaemic control (both HbA1c and FPG) and the short term (<4 months) effects of the use of cinnamon on glycaemic control looks promising.,2,0.666666666667
78,85,A brief intervention to increase the dialogue between patients and health care providers about behavioral goals can lead to increased physical activity and weight loss.,1,0.25
79,86,"The combined therapy of TFGs with sulfonylureas hypoglycemic drug could lower the blood glucose level and ameliorate clinical symptoms in the treatment of T2DM, and the therapy was relatively safe.",2,-0.075
80,87,"Colchicine prophylaxis during initiation of allopurinol for chronic dsyn dsyn reduces the frequency and severity of acute flares, and reduces the likelihood of recurrent flares.",2,-2.66666666667
81,88,Treating patients with colchicine during initiation of allopurinol therapy for 6 months is supported by our data.,1,1.0
82,89,Blood pressure reduction from combining drugs from these 4 classes can be predicted on the basis of additive effects.,2,-1.0
83,90,The extra blood pressure reduction from combining drugs from 2 different classes is approximately 5 times greater than doubling the dose of 1 drug.,1,0.666666666667
84,91,The combination of curcumin and quercetin appears to reduce the number and size of ileal and rectal neop in patients with FAP without appreciable toxicity.,2,0.0
85,92,Both prednisolone 1 mg/kg and low-dose dexamethasone (0.15 mg/kg) were found not to differ in efficacy from the currently recommended 0.6 mg/kg dexamethasone.,0,2.0
86,93,The use of these corticosteroid regimens in treating patients with mild to moderate dsyn is thus supported.,1,1.0
87,94,The main overall finding from this study is that saffron may be of therapeutic benefit in the treatment of mild to moderate depression.,2,0.0
88,95,To the best of our knowledge this is the first clinical trial that supports this indication for saffron.,1,0.0
89,96,"Supplementation with vitamin D can be achieved equally well with daily, weekly, or monthly dosing frequencies.",2,2.0
90,97,"Therefore, the choice of dose frequency can be based on whichever approach will optimize an individual's adherence with long-term vitamin D supplementation.",1,0.0
91,98,This study indicates that azithromycin is at least as effective as doxycycline in the treatment of rosacea.,2,1.0
92,99,It is our recommendation that an anesthetic should be administered to newborns prior to undergoing circumcision.,1,2.0
93,100,"Behavioral therapy resulted in greater patient satisfaction and fewer bothersome dsyn symptoms than pessary at 3 months, but differences did not persist to 12 months.",0,1.125
94,101,"The electron beam CT coronary calcium score predicts CAD events independent of standard risk factors, more accurately than standard risk factors and CRP, and refines Framingham risk stratification.",2,0.214285714286
95,102,"Those who are female, diabetic and have neurophysiological confirmation of diagnosis have the highest risk of relapse.",0,-1.5
96,103,"Corticosteroids provide symptomatic relief of pain in sore throat, in addition to antibiotic therapy, mainly in participants with severe or exudative sore throat.",2,-1.0
97,104,"There are a myriad of dsyn and maladies that seem to benefit from fatty acid supplementation, specifically omega-3 fatty acids.",1,-2.0
98,105,"It has clearly been shown that omega-3 fatty acid supplementation provides a protective benefit in heart disease, and in particular sudden cardiac death.",2,0.2
99,106,"Rheumatoid dsyn (RA) is another dsyn entity that has been proven to benefit from this nutrition intervention, with improvement in symptoms and diminished nonsteroidal antiinflammatory drug (NSAID) usage.",2,0.5
100,107,"In addition, many psychiatric disorders, particularly mobd and major depressive dsyn (MDD), have shown positive results when supplementation has been used as an adjunct to standard pharmacotherapy.",2,0.666666666667
101,108,"Specifically, according to preliminary clinical evidence, parenteral administration of fatty acids warrants further study.",1,-1.0
102,109,"A predictive nomogram, which incorporates six variables easily ascertainable at the first prenatal visit, has been developed that allows the determination of a patient-specific chance for successful VBAC for those women who undertake trial of labor.",2,2.33333333333
103,110,"All smokers, irrespective of their lung function, tried to modify their habit as the result of screening for COPD combined with smoking cessation advice.",1,0.0
104,111,"Older age, lower tobacco exposure, and lower lung function were the predictors of success in quitting smoking.",2,1.0
105,112,DDS had inverse association with metabolic dsyn and some of its features in this cross-sectional study.,1,2.0
106,113,"A higher dietary diversity, therefore, might be associated with lower possibility of having some metabolic disorders.",2,1.0
107,114,"Significant associations exist between dietary patterns identified by factor analysis, the metabolic syndrome, and insulin resistance.",1,1.0
108,115,The evidence implies promise of a treatment effect of omega-3 fatty acids for mobd in adults; although a statement of definitive clinical efficacy is premature.,2,1.0
109,116,"Further study of essential fatty acids as independent and adjuvant therapy for adult mobd is indicated, including more sophisticated investigation of dose-response in particular populations.",1,1.75
110,117,High levels of parental smoking in the home are associated with a reduction in health care contacts for asthma.,0,2.0
111,118,This could be due to a lack of awareness of dsyn symptoms among heavy smokers or a reluctance to visit the GP.,1,0.0
112,119,Sonographic needle guidance significantly improves the performance and outcomes of outpatient IA injections in a clinically significant manner.,2,0.8
113,120,"Sports activity in adolescents and young adults was associated with an increased risk of SD, both in males and females.",0,0.0
114,121,"Sports, per se, was not a cause of the enhanced mortality, but it triggered SD in those athletes who were affected by cardiovascular dsyn predisposing to life-threatening ventricular patf during physical exercise.",0,2.0
115,122,"An patf area larger than 2 cm2, a positive probe-to-bone test result, an erythrocyte sedimentation rate of more than 70 mm/h, and an abnormal plain radiograph result are helpful in diagnosing the presence of lower extremity dsyn in patients with diabetes.",2,1.33333333333
116,123,"Several individual clinical features were found to be associated with a significant intracranial abnormality, and patients with these features should undergo neuroimaging.",0,1.0
117,124,"US-guided arthrocentesis and injection of the knee are superior to anatomic landmark palpation-guided arthrocentesis, resulting in significantly less procedural pain, improved arthrocentesis success, greater synovial fluid yield, more complete joint decompression, and improved clinical outcomes.",2,1.28571428571
118,125,"In overweight/obese adolescents with PCOS, 6 months treatment with rosiglitazone was superior to drospirenone/EE in improving the cardiometabolic risk profile, and effective but inferior in attenuating hyperandrogenemia.",2,0.166666666667
119,126,Additional studies are needed to test insulin sensitizers in the treatment of the reproductive and cardiometabolic aspects of PCOS.,1,0.0
120,127,"Our results demonstrate that drug-induced patf of PhK activity is associated with resolution of psoriatic activity as assessed by clinical, histological and immunohistochemical criteria, and support the hypothesis that effective antipsoriatic activity may be achieved through modulation of PhK activity.",1,0.333333333333
121,128,"Intensive statin therapy early after ACS leads to a reduction in clinical events at 30 days, consistent with greater early pleiotropic effects.",1,1.0
122,129,"In stable patients, intensive statin therapy provides long-term reduction in clinical events when compared with standard therapy.",2,0.75
123,130,"Thus, ACS patients should be started in-hospital and continued long-term on intensive statin therapy.",1,2.0
124,131,"The diagnostic performance of sensitive cardiac troponin assays is excellent, and these assays can substantially improve the early diagnosis of acute myocardial infarction, particularly in patients with a recent onset of chest pain.",2,0.857142857143
125,132,"Asthmatic heredity, predisposition to early life atopy, plus early passive smoke inpo and recurrent chest dsyn are important influences for the occurrence of wheeze and dsyn at 10 years of age.",0,1.0
126,133,"BHR at 10 years of age has a narrower risk profile, suggesting that factors influencing wheezing symptom expression may differ from those predisposing the patient to BHR.",1,-0.833333333333
127,134,The present study suggests that childhood ADHD predisposes to specific disadvantages and continues to affect important functional domains unrelated to current psychiatric diagnosis.,1,0.766666666667
128,135,These findings indicate that ADHD is associated with significant educational and occupational underattainments relative to what would have been expected on the basis of intellectual potential.,1,1.33333333333
129,136,This analysis is consistent with prior reports showing that ACE inhibitors decrease the risk of death following a recent MI by reducing cardiovascular mortality.,2,-0.25
130,137,"Moreover, this analysis suggests that a reduction in SCD risk with ACE inhibitors is an important component of this survival benefit.",2,1.66666666667
131,138,"In women, cholecystectomy leads to the perception of less constipation and slightly more frequent defecations but short term recordings show no consistent change in bowel function.",2,-1.33333333333
132,139,No significant effect of chromium on lipid or glucose metabolism was found in people without diabetes.,1,-3.0
133,140,"However, future studies that address the limitations in the current evidence are needed before definitive claims can be made about the effect of chromium supplementation.",1,-2.0
134,141,"The percentage of oxalate that was water soluble differed markedly between cinnamon (6%) and turmeric (91%), which appeared to be the primary cause of the greater urinary oxalate excretion/oxalate absorption from turmeric.",1,2.0
135,142,"The consumption of supplemental doses of turmeric, but not cinnamon, can significantly increase urinary oxalate levels, thereby increasing risk of kidney stone formation in susceptible individuals.",0,-0.666666666667
136,143,Children with behavioural/emotional problems who wet their beds need not first be treated for their behavioural/emotional problems.,1,-1.5
137,144,"Bedwetting can be treated successfully with DBT when other treatments such as normal alarm treatment have failed, and alarm treatment/DBT can have a positive influence on behavioural/emotional problems.",2,0.0
138,145,Our data have shown that budesonide inhaled regularly for 9 months did not cause a significant improvement in the BHR of adolescents with long-term dsyn remission.,2,1.5
139,146,This suggests that the mechanism underlying BHR in this clinical setting may be different from that in symptomatic asthma.,1,-1.0
140,147,"Before treatment, exercise systolic BP was 213 +/- 13 mm Hg (mean +/- SD) in the 19 patients randomized to losartan and 209 +/- 11 mm Hg in the 21 patients who received HCTZ.",1,0.0
141,148,"After 6 months, exercise systolic BP was similarly reduced in patients who received losartan (197 +/- 23 mm Hg, p < 0.01) and HCTZ (191 +/- 11 mm Hg, p < 0.01).",1,0.0
142,149,"With losartan, treadmill exercise time increased from 894 +/- 216 to 951 +/- 225 seconds (p = 0.011), and quality of life improved from 15 +/- 12 to 7 +/- 10 (p = 0.015) without a change in oxygen consumption (1,895 +/- 470 to 1,954 +/- 539 ml/min, p = 0.30).",2,2.0
143,150,"With HCTZ, exercise time (842 +/- 225 to 872 +/- 239 seconds, p = 0.32) and quality of life (19 +/- 21 vs 19 +/- 24, p = 0.43) did not change, whereas oxygen consumption decreased from 2,144 +/- 788 to 1,960 +/- 706 ml/min (p = 0.022).",1,0.5
144,151,"In conclusion, in patients with diastolic dysfunction and hypertensive responses to exercise, 6 months of losartan and HCTZ blunted systolic BP during exercise.",1,-2.0
145,152,A moderate reduction in caffeine intake in the second half of pregnancy has no effect on birth weight or length of gestation.,1,1.0
146,153,"Telling smokers their lung age significantly improves the likelihood of them quitting smoking, but the mechanism by which this intervention achieves its effect is unclear.",1,0.85
147,154,This review found support for the use of systemic acyclovir and valacyclovir for the prevention of RHL.,1,0.0
148,155,There is insufficient scientific evidence to conclude that wearing maternity support belts reduces pregnancy-related low back pain and/or pelvic girdle pain.,1,-1.0
149,156,RELEVANCE TO CLINICAL PRACTICE: This review provides comprehensive understanding of the effectiveness of maternity support belts for the relief of low back pain during pregnancy which will facilitate healthcare professionals in providing evidence-based advice to their patients.,2,0.875
150,157,"Low impact aerobic exercise gradually increasing in intensity, duration and frequency may be an effective strategy in reducing fatigue in some adults with chronic auto-immune conditions.",2,0.4
151,158,"However, fatigue is a variable and personal experience and a range of behavioural interventions may be required.",1,-1.0
152,159,Well-designed studies testing these promising strategies and consensus on outcome fatigue measures are needed.,1,0.5
153,160,The two treatments applied had similar effectiveness as they both relieved pain and reduced the size of recurrent aphthous ulcers.,2,0.333333333333
154,161,The cinnamon extract seems to have a moderate effect in reducing fasting plasma glucose concentrations in diabetic patients with poor glycaemic control.,2,-0.5
155,162,The systemic dsyn erythematosus self-management course had effects in reducing fatigue and mobd and improving coping skills and self-efficacy.,2,1.0
156,163,The antiplatelet agent clopidogrel has beneficial effects in patients with acute coronary dsyn without ST-segment elevation.,2,-0.5
157,164,"Over 18 months, persons with dsyn and stage 1 dsyn can sustain multiple lifestyle modifications that improve control of blood pressure and could reduce the risk for chronic disease.",2,0.0
158,165,"The trial does not indicate an effect of daily 200 mg oral DHEA on fatigue and well-being, and therefore DHEA treatment is not recommended in unselected female patients with quiescent SLE.",0,-0.333333333333
159,166,"At all doses studied, febuxostat more effectively lowered and maintained serum urate levels <6.0 mg/dl than did allopurinol (300 or 100 mg) or placebo in subjects with dsyn and gout, including those with mild to moderately patf renal function.",2,0.833333333333
160,167,"When incorporated into a habitual diet, consumption of test foods with a decreased GL does not ameliorate metabolic risk markers in overweight subjects.",1,-1.75
161,168,Trial evidence that examines the effects of n-3 PUFAs on depressed mood is limited and is difficult to summarize and evaluate because of considerable heterogeneity.,1,-2.0
162,169,"Twice-daily SD doxycycline treatment significantly reduced the number of inflammatory and noninflammatory lesions in patients with moderate facial acne, was well tolerated, had no detectable antimicrobial effect on the skin flora, and did not result in any increase in the number or severity of resistant organisms.",2,0.2
163,170,The present analysis provides an estimate of the average treatment effects of testosterone therapy in middle-aged men.,1,1.0
164,171,"Our findings are sufficiently strong to justify further interventional studies focused on alternative targets of androgenic treatment carrying more stringent clinical implications, in particular the cardiovascular, metabolic and neurological systems.",1,0.666666666667
165,172,Ibuprofen is as or more efficacious than acetaminophen for the treatment of pain and fever in adult and pediatric populations and is equally safe.,2,-0.5
166,173,This controlled study showed significant short-term efficacy of carbamazepine for agitation with generally good safety and tolerability.,2,2.0
167,174,"Among patients with chronic gout, elevated serum uric acid level, and allopurinol intolerance or refractoriness, the use of pegloticase 8 mg either every 2 weeks or every 4 weeks for 6 months resulted in lower uric acid levels compared with placebo.",2,-3.0
168,175,Oral dexamethasone in a dose of 0.15 mg/kg is effective in reducing return to medical care with ongoing dsyn in children with mild croup.,2,1.33333333333
169,176,Dilute alcohol injection is a safe and effective treatment option for patients with Morton's neop who want to avoid a surgical procedure and any associated complications.,2,1.0
170,177,This study confirms the beneficial effects of Caiapo on plasma glucose as well as cholesterol levels in patients with type 2 diabetes.,2,1.0
171,178,"For the first time, the long-term efficacy of Caiapo on glucose control was demonstrated by the observed decrease in HbA(1c).",2,2.0
172,179,"We demonstrated immediate improvement in nipple-pain and breastfeeding scores, despite a placebo effect on nipple pain.",2,0.1
173,180,This should provide convincing evidence for those seeking a frenotomy for infants with signficant ankyloglossia.,1,0.0
174,181,"Quadrivalent HPV vaccine prevents dsyn with HPV-6, 11, 16, and 18 and the development of related external genital lesions in males 16 to 26 years of age.",2,0.0
175,182,Elevated troponin level after acute dsyn is common and is associated with ECG changes suggestive of myocardial dsyn and increased risk of death.,0,-1.33333333333
176,183,Administration of fluoroquinolones emerged as the most important risk factor for CDAD in Quebec during an epidemic caused by a hypervirulent inpo of C. difficile.,0,-2.15
177,184,Estrogen replacement therapy in doses used to control climacteric symptoms does not alter the incidence or intensity of nocturnal periodic limb movements.,2,2.0
178,185,Evidence was insufficient to show whether exercise is an effective treatment for vasomotor menopausal symptoms.,1,-0.333333333333
179,186,Evidence was insufficient to show the relative effectiveness of exercise when compared with HT or yoga.,1,0.5
180,187,"The temporal distribution of PLMs, as well as the coupling of PLMs with the phase position of circadian temperature curve, suggest an involvement of the circadian timing system in the pathophysiology of PLMD.",1,1.0
181,188,Locomotor activity in animals clearly exhibits a circadian pattern and can be strongly influenced by exogenous melatonin.,1,0.0
182,189,"More specifically, we hypothesize that the mode of action of melatonin in the presented PLMD patients might have been an increase of output-amplitude of the circadian timing system, thereby enhancing the circadian rhythmicity of locomotor activity with a reduction of sleep motor activity.",1,2.0
183,191,"The subjects who had more severe dsyn (especially if it developed after the age of 2 and was associated with reduced expiratory flow), were female, or had parents who had dsyn were at an increased risk of having dsyn as an adult.",0,-0.75
184,192,"These findings have implications for the treatment and prognosis of childhood asthma, targeting preventive and educational strategies and understanding the onset of dsyn in adult life.",2,3.0
185,193,These findings support the use of appropriately prescribed graded aerobic exercise in the management of patients with fatigue and systemic dsyn erythematosus.,2,0.666666666667
186,194,"Febuxostat, at a daily dose of 80 mg or 120 mg, was more effective than allopurinol at the commonly used fixed daily dose of 300 mg in lowering serum urate.",2,0.5
187,195,"While GTN appears to offer short-term benefits up to 6 months in the treatment of lateral epicondylosis, at 5 years there does not appear to be significant clinical benefits when compared with patients undertaking a standard tendon rehabilitation programme alone.",1,1.33333333333
188,196,This is in contrast to findings of continued benefits at long-term follow-up described in the literature for patients with Achilles dsyn treated with GTN.,0,3.0
189,197,The limited available evidence suggests folate may have a potential role as a supplement to other treatment for depression.,2,3.0
190,198,"It is currently unclear if this is the case both for people with normal folate levels, and for those with folate deficiency.",1,-0.333333333333
191,199,"Long-term mortality follow-up showed that patients with dsyn benefited from beginning treatment with gemfibrozil early, especially if their dsyn entailed factors related to the metabolic syndrome.",2,1.0
192,200,"Those with histologic findings of severe gastric atrophy, corpus-predominant gastritis, or intestinal comd are at increased risk.",0,-1.0
193,201,"Persons with H. pylori dsyn and nonulcer dyspepsia, gastric ulcers, or gastric patf anab are also at risk, but those with duodenal patf are not.",1,-1.0
194,202,There is insufficient evidence to support the use of herbal medicines in HIV-infected individuals and AIDS patients.,1,1.33333333333
195,203,Women wishing to use combined OC can be reassured that their decision is unlikely to place them at higher risk of developing cancer.,1,-1.03333333333
196,204,"Use of the qHPV vaccine reduced the rates of anal intraepithelial neoplasia, including of grade 2 or 3, among men who have sex with men.",0,-4.0
197,205,Increasing levels of pharmacologic acid patf are associated with increased risks of nosocomial C difficile infection.,1,-2.0
198,206,This evidence of a dose-response effect provides further support for the potentially causal nature of iatrogenic acid patf in the development of nosocomial C difficile infection.,2,-3.0
199,207,Infected women can be reassured that the maximum possible risk of a congenital abnormality due to B19 is under 1% and that long term development will be normal.,2,0.333333333333
200,208,"We speculate that cgab plays a significant role in early breast-feeding difficulties, and that frenotomy is an effective therapy for these difficulties.",2,0.2
201,209,"In children followed up to 3.5 years, PCV provided a moderate amount of protection against ear dsyn while reducing frequent dsyn media and tube procedures by greater amounts.",2,1.0
202,210,The combination of low-dose spironolactone with metformin seems superior to either drug alone in terms of clinical benefits and compliance in women with PCOS.,2,2.0
203,212,"Although plasma lipid levels were more strongly associated with an increased risk than were inflammatory markers, the level of C-reactive protein remained a significant contributor to the prediction of coronary heart disease.",2,0.125
204,213,Daily ingestion of 8 ounces of yogurt containing Lactobacillus acidophilus decreased both candidal colonization and infection.,2,-2.0
205,214,Heterogeneity in study design needs to be addressed in future research in order to test the efficacy of this intervention.,1,2.0
206,215,International cough guidelines recommend that a trial of ICS should only be considered in patients after thorough evaluation including chest X-ray and consideration of spirometry and other appropriate investigations.,1,1.66666666667
207,216,Episodic high dose inhaled corticosteroids provide a partially effective strategy for the treatment of mild episodic viral wheeze of childhood.,2,0.0
208,217,There is no current evidence to favour maintenance low dose inhaled corticosteroids in the prevention and management of episodic mild viral induced wheeze.,1,-0.333333333333
209,218,"Among patients who have recently had an acute coronary syndrome, an intensive lipid-lowering statin regimen provides greater protection against death or major cardiovascular events than does a standard regimen.",2,0.5
210,219,These findings indicate that such patients benefit from early and continued lowering of LDL cholesterol to levels substantially below current target levels.,2,1.0
