id,sen,lab
558,"Penetration acupuncture at the acupoints of GV and bladder meridian on head can remarkablely improve the cognitive function of the patients with mild cognitive disorder after stroke,and have some efficacy of relieving the bad mood such as depression.",2
560,"Hark improved the quality of transfer of information about simulated patients and was rated by users as more effective and efficient, and less distracting than pagers.",2
561,"Although EC is widely used as a method of quitting smoking, it has negative effects on the sinonasal symptoms and MCC.",0
563,The results indicate that RKB evening meal has an anti-diabetic potential and that the increased release of satiety hormones and improvements of appetite sensation could be beneficial in preventing obesity.,2
565,Ultrasound guided lower limb peripheral nerve blocks are an efficient technique of regional anesthesia in children.,2
566,The results show that platelet rich plasma provided better results from the perspective of pain control and effect duration.,2
567,This study shows for the first time the beneficial effect of memantine to prevent post-mastectomy pain development and to diminish chemotherapy-induced pain symptoms.,2
568,"In patients with HHT, a bevacizumab nasal spray treatment of 3 administrations at 14-day intervals with doses of 25 mg, 50 mg, or 75 mg per spray, compared with a placebo, did not reduce monthly epistaxis duration in the 3 consecutive months immediately after the end of treatment.",0
570,"The sedative effects of dexmedetomidine in the ICU patients treated with ventilator bundle treatment are satisfactory, and it can shorten the duration of mechanical ventilation, extubation time and length of ICU stay, reduce the incidence of delirium.",2
573,Exercise and DHA supplementation acted synergistically by increasing plasma PGE2 with anti-inflammatory effects.,2
574,"Furthermore, it was concluded that hyoscine-N-butylbromide can increase the risk of drug-related complications.",0
575,This study is useful in that it compares two common methods of preparation of the upper limb prior to tourniquet inflation and which have not previously been compared in this context.,1
577,"The low lactose milk powder could improve the therapeutic effectively and could reduce the duration of disease, and restored to normal diet for 2 weeks feeding time.",2
580,"Already after three months the effect of training with tailor-made notched music is observable in the most direct rating of tinnitus perception - the tinnitus loudness, while more global measures of tinnitus distress do not show relevant changes.",1
581,"The efficacy mechanism is probably relevant to the positive regulation of blood glucose, lipid metabolism, fat-islet endocrinal axis and automatic nerve function.",1
582,Early screening of these disorders and prompt tailored pharmacological and behavioral interventions can potentially reduce cocaine use and improve response to MMT.,2
583,"CTP could not only reflect the change of tumor size, but also reflect vascular function of the tumor.",1
584,For the assessment of the specific effectiveness of the Baghira group training further and larger studies are required.,1
585,A combination of PS and continuous inhalation of budesonide aerosol has a better efficacy in the treatment of NRDS than a combination of PS and budesonide solution.,2
588,SIT decreases the expression of GM-CSF and IL-5 and reduces the inflammatory reaction in the tissue samples of recurrent nasal polyps.,2
589,"ZHENG's gold hook fishing acupuncture could effectively improve the symptoms and sings of LDH, reduce the disability index and improve the quality of life, which is superior to EA.",2
590,ALIF shows a tendency to faster pain relief and return to activity with less intraoperative blood requirement in low grade isthmic spondylolisthesis.,2
591,There is a trend toward improved local tumor control and progression-free survival with proton beam.,2
592,Our results support the use of distortion correction to ensure accurate and careful application of DWI to neurosurgical practice.,1
596,HFpEF patients with RVD and impaired RV-PA coupling have more advanced heart failure.,0
597,"Furthermore, IL-35 should be incorporated into nomogram to generate a more accurate predictive model.",1
598,"Sodium bicarbonate combined with ulinastatin can improve the therapeutic effect and reduce complications in the treatment of acute phoxim pesticide poisoning, and have beneficial effects on the recovery of cholinesterase activity.",2
599,The present findings indicate that topiramate is effective and safe and thus reinforce previous data suggesting that topiramate is a potentially useful treatment for crack cocaine dependence.,2
601,Serum S100P protein and NSE could be changed by pre-operation injecting Ligustrazine at certain dose in elderly patients undergoing orthopedics operations.,1
603,The diagnosis of TRS by FISH was highly sensitive and enabled genetic confirmation of the pathological diagnoses.,1
605,We investigated a heterogeneous group of medicated male and female patients.,1
607,Counties offering HPV vaccination to catch-up groups in schools reached the highest vaccine uptake.,1
608,"Among critically ill patients treated in ICUs in Brazil, implementation of a multifaceted quality improvement intervention with daily checklists, goal setting, and clinician prompting did not reduce in-hospital mortality.",0
610,Our findings indicate the general effectiveness and practicality of Web-based computer-tailored interventions in terms of increasing self-reported habit strength for physical activity and fruit and vegetable consumption.,1
611,Synergy observed in preclinical phase did not turn into ability to improve clinical outcomes.,0
612,"TCM clinical outcomes rating scale for HF based on patients' report had good reliability, validity and responsiveness, hence it could be used to assess clinical efficacy for HF patients.",2
614,Further follow-up is needed to assess long-term effects on health outcomes.,1
616,Computer-tailored feedback could be a cost-effective way to target alcohol use and binge drinking among adolescents.,2
617,The dynamics of this improvement differed both between cognitive domains and the time-points assessed.,1
618,"Opinions, interpretations, conclusions and recommendations are those of the author and are not necessarily endorsed by the Department of Defense.",1
619,There were no differences in post-operative lactate levels or clinical outcomes between patients receiving thiamine or placebo.,1
620,Our findings suggest in vivo training should be included to facilitate proficiency with device-specific intubation techniques.,1
621,Further research is needed to determine if modified approaches to primary care management may be more effective.,1
622,"Passive self-ligating brackets and conventional brackets can cause root resorption, but the difference was not significant.",1
624,Future RCTs are planned to evaluate the clinical efficacy of the 2 interventions.,1
625,Pre-interventional consideration of weight loss within 30 days and having weight loss as a prioritised goal during the health consultation were two important predictors for weight loss.,1
626,"However, further studies involving biochemical and neurodevelopmental evaluation, with long-term follow-up in larger populations are needed to clearly compare both formulas.",1
628,"It is safe, convenient and practicable to perform budesonide treatment in middle meatus following ESS, which can significantly ease the post-operative discomfort of nose.",2
629,A program to motivate students to act as change agents of family's lifestyle was effective in decreasing weight and increasing physical activity of their mothers.,2
630,Rucaparib is well tolerated and results in high levels of PARP inhibition in surrogate tissues even at the lowest dose levels.,2
631,This clinical trial indicates that treatment with a novel custom-made OAm can reduce the severity of sleep-disordered breathing by significantly decreasing the AHI and VAS scores.,2
632,"By using health literacy-focused strategies, the intervention was robust in achieving reductions for participants of varying health literacy status.",1
633,"In a nationally representative sample of couples, the OurRelationship program was effective in significantly improving both relationship and individual functioning, suggesting it can substantially increase the reach of current interventions through its low-cost, Web-based format.",2
634,"TEAS can efficiently prevent orthodontic toothache and oral dysfunction, which is superior to psychological intervention and similar to medication.",2
635,An immune response was observed after primary immunization with Ad26.ZEBOV; boosting by MVA-BN-Filo resulted in sustained elevation of specific immunity.,2
637,Better treatment agents for leprosy patients with reactions and nerve damage are needed.,1
638,"The real-world data showed that daptomycin was effective and safe in the treatment of various Gram-positive infections, including those caused by resistant pathogens, across wide geographical regions.",2
639,"ZZYCR could improve the clinical efficacy of NASH patients, and its mechanism might be associated with inhibiting serum levels of FFA and TNF-alpha.",2
640,"Among patients with 1 to 3 brain metastases, the use of SRS alone, compared with SRS combined with WBRT, resulted in less cognitive deterioration at 3 months.",2
641,The present study showed that combination of degarelix and antiandrogen could lead to favorable PSA reduction and immediate castrate level at an earlier phase.,2
642,In this pilot study the combined interventions have shown to be effective in clinical primary care for the treatment of ODD and beneficial for the children and their families.,2
644,There is better patient-proxy agreement for the EQ-5D-3L compared with the ICECAP-O among individuals with mild VCI.,2
647,LIBERTY will investigate real-world PAD patients treated with endovascular revascularization with rigorous study guidelines and independent oversight of outcomes.,1
648,"At the recovery room, no significant efficacy difference between low-dose ketamine (0.25 mg/kg) and placebo in the prevention of post operative shivering in patients who underwent orthopedic surgery was observed.",0
649,"In construction workers, integral nutrition intervention at the individual, group and environmental level had an impact in nutritional and biochemical indicators.",1
650,"Women in STARTS and SUPPORT reported postpartum improvements in mood and stress, and the experience of fewer depressive symptoms and less perceived stress was related to sustained abstinence.",1
651,"In this open-label, randomized trial involving patients with locally advanced pancreatic cancer with disease controlled after 4 months of induction chemotherapy, there was no significant difference in overall survival with chemoradiotherapy compared with chemotherapy alone and there was no significant difference in overall survival with gemcitabine compared with gemcitabine plus erlotinib used as maintenance therapy.",0
653,"Further engagement with the provider team, the patients/care takers and the health care financing agency to integrate SMBG in the care protocol for poor control diabetes should be considered.",1
654,"The effect of oblique insertion at anatomical points for sacroiliac joint injury is superior to that of conventional acupuncture, which can effectively relieve pain and improve the disfunction.",2
656,The newly-developed memory expansion screw takes advantage of rapid and slow maxillary expansion protocols.,1
657,"However, monitoring should be strengthened in order to prevented and control the adverse effects such as severe hypotension and severe bradycardia.",0
658,"The success rate of TRV-CRP was higher than that of manipulative reduction,but manipulative reduction comfort degree was higher than TRV-CRP, the two methods can both improve the quality of life of patients with BPPV.",1
660,"However, there is still a need to investigate a larger series of cases.",1
661,"The pretreatment of 0.02 mg/kg cisatracurium given 5 minutes before succinylcholine injection could alleviate succinylcholine-induced fasciculations without influence on muscle relaxation effects or endotracheal intubating conditions, but did not affect the occurrence of myalgia, and might produce transient diplopia and difficulty opening eyes.",1
663,In a fasted and glycogen-reduced state ingestion of a CHO solution during high-intensity exercise enhanced performance through stimulation of insulin-mediated glucose uptake.,2
664,"The significant improvement of clinical conditions was shown by the end of the treatment course using both clinical assessments and HAMD-17, CGI-S, CGI-I and MMSE scores in both groups.",2
666,EA improves effectively the quality of life in MUI patients and the clinical efficacy is apparent.,2
667,"Education about opioid overdose and naloxone use in a community treatment program increases overdose knowledge, providing support for the idea of making OE a routine part of substance use disorder treatment.",1
668,Additional modelling could explore the potential economic impact of the intervention on morbidity and mortality.,1
669,The administration of a 5 mg post-operative dose of tadalafil to patients that had undergone a bilateral NSRP was found to have a positive effect on the recovery and maintenance of erectile function.,2
671,Both tipranavir/ritonavir use and high baseline ALT levels were associated with an increased risk of ALT.,0
672,Providing an educational video intervention about CATH may effectively decrease periprocedural anxiety levels.,2
674,HE's fire needle therapy is effective on primary varicose veins.,2
675,This study showed no effects.,0
676,Scalp acupuncture could attenuate central nervous system lesion and improve POCD of elderly patients undergoing hip replacement.,2
678,"These preliminary findings were based on unplanned early termination of the trial, and a larger multicenter trial is needed to evaluate the potential benefit of this approach.",1
681,"A technically more robust system, combined with additional attractive games, likely results in higher patient motivation and better compliance.",2
682,"Group F and group E demonstrated similar fast motor recovery, but the former caused less intraoperative pain than the latter.",2
683,NBI endoscopy plays an important role in the clinical diagnosis and accurate pathologic specimen acquisition of laryngeal carcinoma and can be a regular means to detect laryngeal lesions in clinical.,1
685,"However, new strategies to improve implementation of interventions should be created.",1
686,Patients treated with melatonin-containing emulsion experienced significantly reduced radiation dermatitis compared to patients receiving placebo.,2
688,Concerning the inguinal hernia repair we found better postoperative pain scores and 24 hours reduction of the morphine consumption in group III (GA and TAP-D block) compared with group I (GA) and group II (GA + TAP block).,2
689,The Tat Oyi vaccine in association with cART may provide an efficient means of controlling the HIV-infected cell reservoir.,2
691,"Compared with the traditional method, small incision puncture tracheostomy is less time consuming, with fewer traumas, and fewer intraoperative and postoperative complications.",2
692,"However, such a micro-level approach must be understood from a broader societal perspective including gender relations on both the macro- and the meso-level.",1
693,"Administration of piroxicam after IUI is associated with decreased number of cycles, as well as increased pregnancy rate and pregnancy rate per cycle in IUI cycles.",2
694,Andrew's manoeuvre (four-hands CC) during the simulated DA-CPR significantly improved the performance of elderly female rescuers and helped them to achieve the recommended CC depth.,2
695,Trial and reference preparations are bioequivalent under fasting and fed state.,1
696,The patients treated with two cycles of intra-articular injections of HymovisÂ® have a progressive pain reduction that is maintained up to one year after the treatment start with improve of all the scores considered in this study.,1
697,An understanding of all of these mechanisms will be key in directing the advancement of products most suitable for combating HIV infection in women.,1
698,"Further research is needed to understand the clinical importance of RD, the risks and benefits of abaloparatide treatment, and the efficacy of abaloparatide vs other osteoporosis treatments.",1
702,The hierarchical strategy based on the combination of embryo cleavage patterns and timing parameters is effective for selecting the optimal embryo.,2
703,"Obtained ahnost the same satisfactory radiological outcomes after patella resurfacing and retention groups after total knee replacement allows us to conclude that, primary TKA without patella resurfacing is a good treatment option in patients with high grade osteoarthritis of the patellofemoral joint.",2
705,"Acupuncture therapy can effectively reduce the visceral fat content, being better than simple health education.",2
706,Follow-up for cognitive and physical problems that may not become evident until later in life is required.,1
708,"Nasal endoscope negative pressure cleaning and sinupret drops can significantly reduce the long-term incidence of RNS, especially obviously reduce the incidence of moderate to severe RNS,which is a practical and effective method to treat RNS.",2
711,Our NPD is better than standard wound care procedures and cost-effective for management of PU.,2
712,Individual baseline thermography image features can be predictive of the response to lid warming therapy.,1
713,"In patients with active RA, tofacitinib, either in combination with methotrexate or as monotherapy, demonstrated rapid and sustained improvement in pain, physical functioning and health-related quality of life.",2
714,"131I-chTNT radioimmunotherapy with PMCT has a complementary effect in NSCLC, which can effectively improve therapeutic ratio and survival of patients effectively and has the same effect as that of post-operative adjuvant chemoradiation.",2
717,"Among adults with opioid dependence maintaining abstinence with a stable dose of sublingual buprenorphine, the use of buprenorphine implants compared with continued sublingual buprenorphine did not result in an inferior likelihood of remaining a responder.",0
720,"SIPsmartER also yielded small, yet significant, improvements in BMI.",2
721,"Our data suggest that among patients with pretransplantation minimal residual disease, the probability of overall survival after receipt of a transplant from a cord-blood donor was at least as favorable as that after receipt of a transplant from an HLA-matched unrelated donor and was significantly higher than the probability after receipt of a transplant from an HLA-mismatched unrelated donor.",2
722,This is the first controlled study on the long term effect on professionals from implementing a development plan to enhance user participation in a mental health hospital.,1
723,"As a result, electro-acupuncture (EA) might be useful in controlling the ongoing epidemics in obesity and T2DM.",2
724,Further studies are needed to assess long-term efficacy and safety.,1
725,Self-management education could effectively improve the symptoms of primary dysmenorrhea and quality of life.,2
727,Position-independent rebound tonometry (Icare PRO) accurately measured IOP in supine children's eyes postoperatively in the presence of intracameral air.,1
728,A valid comparison of outcomes between the control group and the intervention group involved in the study was provided in this trial.,1
729,"The present study provides evidence of higher MPV and lower vitamin D levels in children with PS as well as in children with OSAS, and supports the underlying inflammation, hence, highlighting the importance of an early diagnosis of this previously considered benign form of SDB.",1
730,"Contrast-enhanced ultrasound measurements of tumor peak enhancement, rate of enhancement, and AUC1 were early predictors of time to progression in a cohort of children and adolescents with recurrent solid tumors treated with antiangiogenic therapy.",1
731,"Given that most pregnant quitters will relapse within 1 year postpartum and that postpartum smoking has negative health consequences for women and children, effective interventions that target postpartum mood and stress are needed.",1
734,"Acupuncture method of ""Huoxue Sanfeng, Shugan Jianpi"", characterized with standard manipulation criteria, can effectively control morning blood pressure in patients with cerebral infraction combined with essential hypertension.",2
736,"Chinese massage therapy decreased pain and may improve extensor muscle strength in patients with knee OA, but does not appear to improve ROM.",2
737,"However, over more than a decade of follow-up, nearly 14% of patients developed recurrence because of new non-PV triggers.",0
738,Further study is needed with a larger sample size.,1
739,"This study was done in part that registered with Japan Pharmaceutical Information Center, number JapicCTI-121850.",1
741,The findings from the present study emphasize the use of accelerometer analysis in clinical practice to make more accurate prognoses in addition to extract features of physical activity relevant to functional classification.,1
742,"Among critically ill patients with an ICU length of stay of 72 hours or longer, a conservative protocol for oxygen therapy vs conventional therapy resulted in lower ICU mortality.",2
744,"Pain scores, opioid use, time to mobilisation, and length of stay were low in both Group Ropivacaine and Group Placebo.",0
745,Longitudinal studies are needed to verify the long-term effects of this approach.,1
746,We demonstrated for the first time that AVP values could improve after successful treatment in STEMI patients.,2
747,"The study found a statistically significant value for function, pain and alignment in patients who underwent surgical treatment, compared with their status prior to surgery.",1
748,Biventricular patients with an ostial stenosis had a higher probability of a successful outcome.,2
750,"DDM reduces postoperative pain severity, hospital stay and disability period.",2
754,"Scalp acupuncture treatment can improve the ACI patients' clinical symptoms, probably by reducing ACl induced inflammatory reactions.",2
756,They were also associated with lower frequencies of postoperative vomiting.,2
757,The preoperative dexamethasone should be used as routine in patients undergoing laparoscopic cholecystectomy.,1
759,"SM could effectively promote and accelerate cleaning and mucosal epithelization of functional endoscopic sinus surgery, and significantly promote mucosal ciliary structure and function recovery of ostium-meatus nasicomplex.",2
760,It can be postulated that AVP has strong correlations with the inflammatory markers.,1
761,Nebulized budesonide is an effective and safe alternative to SGCS in treating an exacerbation of COPD.,2
762,These effects could possibly be mediated through colonic fermentation.,1
763,The proposed treatment is not less effective compared with the McDonald's trial.,2
765,"However, marital status, religion, education, health insurance types and conventional regimen for diabetics were not associated with CAM use.",1
767,"It seems that in order to reduce the incidence of these injuries in female recruits, emphasis should be directed at other factors such as modifications in equipment weight, as well as modifications in the intensity of the training programs.",1
769,"By contrast, HIS+LV pacing yielded improvements, regardless of AVD setting.",2
770,"For multiple ligament injuries in the knee, staged repair and reconstruction can effectively restore knee joint stability and function.",2
771,"Compared with DICE regimen combined with rituximab, GDP regimen combined with rituximab in treatment of elderly patients with relapsed and refractory diffuse large B cell lymphoma can efficiently reduce tumor loading, prolong the disease-free survival time, improve the long-term clinical prognosis, and not aggravate the side effects of drugs.",2
772,"Concurrent using QQD with chemoradiotherapy for treating esophageal carcinoma patients could lower the incidence of radiation pneumonitis, attenuate the degree of radiation induced lung injury, improve clinical benefit rate, and elevate their QOL.",2
773,Planning constraints should keep rectal V38 below 2.0 cm(3).,1
774,"Compared with PB, TPM showed a better effect on epilepsy treatment with less adverse reactions which were worthy of clinical recommendation.",2
775,Our findings also highlight the need for replication studies in brain stimulation research.,1
776,COPD underdiagnosis is a major problem in primary care.,1
777,"In addition, it can avoid possible side-effect of medication.",2
778,This is the first prospective study designed to assess paravertebral blocks in the setting of prosthetic breast reconstruction.,1
782,"Our results suggest that following a stroke, the brain may be less responsive to non-invasive brain stimulation paradigms that aim to induce short-term reorganisation, and aerobic exercise was unable to induce or improve this response.",0
784,Intraoperative dexmedetomidine does not reduce postoperative opioid consumption or improve pain scores after multilevel deformity correction spine surgery.,0
786,"Targeted therapy combined with chemotherapy for the primary central nervous system lymphoma can improve the patients' outcomes, reduce adverse effects, and improve the quality of life and survival rate.",2
787,Conjunctival TE rates can be effectively reduced by lid warming treatment in some MGD patients.,2
788,"Thus, tools for clinical assessment can be developed from empirical studies in various clinical settings.",1
789,"Single-dose preoperative dexamethasone 8 mg 60-90 minute before induction of anesthesia improved clinical outcome in terms of significantly less nausea, vomiting, pain at first 6 hours and less inflammatory response after laparoscopic cholecystectomy compared to placebo.",2
792,Using the hearing application test may decrease the demand for audiological services in underserved areas.,1
794,Full robotic gastrectomy with intracorporeal robot-sewn anastomosis for gastric cancer is safe and does not increase the complication risk during or after surgery.,2
795,"The findings provide preliminary evidence that this intervention may offer an efficient way of concurrently reducing CAS and mental health problems, such as sexual compulsivity and loneliness, for HIV+ gay and bisexual men.",2
796,"In clinical work, we should reasonable combine the two methods,so as to improve the cure rate of RPPV.",1
1193,"While both lifestyle and metformin interventions used to prevent diabetes increase HDL-C, the mechanisms involved differ between the two treatments and may have consequences for future risk of cardiovascular disease.",0
1194,"JXT could improve heart function of CHD patients to different degrees, and its curative effect was better than that of routine Western medicine (Simvastatin Tablets) treatment.",2
1195,"For type Crowe II developmental dysplasia of hip patients, 15Â° face-changing acetabular cups in THR could obtain higher actebular component coverage rate and satisfactory early clinical effects.",2
1196,"Among ambulatory adults aged 75 years or older, treating to an SBP target of less than 120 mm Hg compared with an SBP target of less than 140 mm Hg resulted in significantly lower rates of fatal and nonfatal major cardiovascular events and death from any cause.",2
1197,"For future studies, because dyads often commented positively about the pleasure and support they received, it might also be valuable to measure quality of life outcomes such as relationship quality, pleasure, and self-esteem in dyadic focused interventions.",1
1198,"While the current intervention improved cognitive functions, the cause-effect relationship, if any, with the concomitant neuromuscular adaptations remains to be explored.",1
1199,"Several challenges were identified the most important of which was concerns with achieving adherence to DP in non-trial settings, requiring operational feasibility studies in routine health systems.",1
1200,"Overall, the DEAL Project was associated with more rapid improvement in both depression symptoms and alcohol use outcomes in young people with these co-occurring conditions relative to an attention-control condition.",1
1201,SSI after an open appendectomy remains an important problem.,1
1202,Both MM and VDO were significantly improved by use of occlusal splints pretreatment.,2
1203,"In order to determine a true incidence of SSI, it is necessary to improve the national nosocomial infection surveillance system.",1
1204,The clinical impact of prolonged IL-10 needs further evaluation.,1
1205,Secure VCEs can be conducted using widely available hardware and software solutions.,1
1206,"For Chinese glomerulonephritis patients with stage 2 chronic kidney disease, therapy with A & As particles may provide effective anti-proteinuria treatment.",2
1208,This would reduce the need for parents to motivate their children extrinsically and allow for clinical trials to investigate the effectiveness of the system.,1
1209,This is the first study to characterize the population PKs of sirolimus using a two-compartment model in healthy Chinese subjects and renal transplant patients.,1
1210,"Motivational deficits are significantly linked to the functional impairment present in many people with major depression, just as they are in other psychiatric illnesses such as schizophrenia.",1
1211,"T II A could reduce the incidence of OlPN, which might be associated with inhibiting the expression of CGRP and up-regulating NGF activities.",2
1213,"Consequently, Metformin and acupuncture combined therapy is more effective than Metformin only, proving that acupuncture is an insulin sensitizer and is able to improve insulin sensitivity possibly by reducing body weight and inflammation, while improving lipid metabolism and adipokines.",2
1214,Interpretation of batches of mammograms by qualified screening mammography readers using a different order vs the same order for the second reading resulted in no significant difference in rates of detection of breast cancer.,1
1215,Anticholinergic medication use was associated with increased risk for recurrent falls.,2
1216,"During operation, the degree of blood oxygenation in these groups decreased by 57% and 41%, respectively.",1
1217,"Radiofrequency hyperthermia combined conformal radiotherapy is remarkably effective in treating patients with HCC, which could effectively reduce the damages of radiotherapy to the liver, enhance the patient' s tolerability and improve the patients' short and long term survival.",2
1218,The authors suggest that the administration of 14% Plai cream is a useful alternative in the management of DOMS.,2
1219,"Therefore, supplemental 80% FiO2 during and 6 hours after open surgery for acute sigmoid diverticulitis, reducing post-operative SSI, should be considered part of ongoing quality improvement activities related to surgical care, accompanied by few risk to the patients and little associates cost.",1
1220,We did not find any reduction of the pro-inflammatory response in our patients and therefore no changes in their perioperative course.,1
1224,Vitamin D deficiency was associated with higher disease activity and severity and presence of metabolic syndrome.,0
1225,"Results of this study suggest that the impact of PA on depressive symptoms varies by genotype and sex, and that PA may mitigate somatic symptoms of depression more than other symptoms.",2
1227,"Among patients recently hospitalized with heart failure and reduced LVEF, the use of liraglutide did not lead to greater posthospitalization clinical stability.",0
1228,The data show that investigators planning RCST's in surgery should be aware of the large amount of effort and significant financial resources needed to achieve patient recruitment goals.,1
1229,"However, IVR-based interventions may be the optimal choice for those with elevated LDL values at baseline.",2
1231,"In the conservative treatment, mifepristone can safely improve the hormone levels, reduce the thickness of the endometrium, alleviate symptoms.",2
1232,"However, piroxicam did not have any effect on abortion, multiple pregnancy, and ongoing pregnancy rates.",1
1233,"The efficiency of CHOP regimen containing PLD for the aged patients with advanced DLBCL has been confirmed to be significant, and its cardiac toxicity is low, thus being worth to be popularized and applied for the treatment of advanced diffuse large B-cell lymphoma.",2
1234,The PHC Cage is similar to the PEEK Cage and has good clinical outcome in short-term follow-up.,2
1235,Polymorphisms in CYP3A5 and ABCB1 may define a subset of patients with different cabazitaxel toxicity and efficacy and therefore could be used as markers for treatment optimization.,2
1238,These findings support a role of CYP2C19 genotype in the efficacy of this treatment.,2
1239,Neither sevoflurane nor propofol had any significant impact on the occurrence of postoperative complications.,2
1241,Short-term body composition benefits of an RT+CR intervention may be lost within 18 months after completion of the intervention.,1
1244,"Acupuncture stimulation of SP 6 has an immediate analgesic effect in PD women with cold damp stagnation syndrome, which was not affected by needling-induced sharp pain, deqi-expectation, and thicker or thinner needle with shallow and deeper insertion.",2
1248,"Outcomes of colorectal endoscopic submucosal dissection were acceptable in selected patients, with no difference in outcomes according to clinical indications.",2
1249,Laser assisted hatching with quarter technique improves pregnancy and implantation rates in poor prognosis patients.,2
1250,Rectal V38 and 2 clinical factors were strong predictors of HH following 5-fraction SABR.,1
1251,The analgesia method of ACM could reduce the dosage of traditional analgesic drugs and the occurrence of partial adverse reactions.,2
1252,Integration of BMI control with vision-guided robotic assistance led to improved performance on object transfer tasks.,2
1253,"With regards to the primary aim of this study, there were overall high levels of satisfaction with the intervention, indicating good feasibility and acceptance among patients.",2
